Country Name,3 digit country code,Date,"Dimension 1: Methodology, Standards & Classifications (MSC)",Dimension 1: System of National Accounts in use,Dimension 1: National Accounts base year ,Dimension 1: Classification of national industry,Dimension 1: CPI base year,Dimension 1: Classification of household consumption,Dimension 1: Classification of status of employment,Dimension 1: Central government accounting status,Dimension 1: Compilation of government finance statistics,Dimension 1: Compilation of monetary and financial statistics,Dimension 1: SDDS/e-GDDS subscription,Dimension 1: CRVS,Dimension 1: Business process,Dimension 2: Censuses and Surveys (CS),Dimension 2: Population & Housing census,Dimension 2: Agriculture census,Dimension 2: Business/establishment census,Dimension 2: Household Survey on income/consumption/expenditure/budget/Integrated Survey ,Dimension 2: Agriculture survey,Dimension 2: Labor Force Survey,Dimension 2: Health/Demographic survey,Dimension 2: Business/establishment survey,Dimension 3: Availability of Key Indicators (AKI),Dimension 3: Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),"Dimension 3: Prevalence of stunting, height for age (% of children under 5)",Dimension 3: Food Insecurity Experience Scale,"Dimension 3: Mortality rate, under-5 (per 1,000 live births)",Dimension 3: Pupils below minimum reading proficiency at end of primary (%). Low GAML threshold,Dimension 3: Maternal Mortality,Dimension 3: People using safely managed drinking water services (% of population),Dimension 3: Access to electricity (% of population),"Dimension 3: Unemployment, total (% of total labor force) (national estimate)","Dimension 3: Manufacturing, value added (% of GDP)","Dimension 3: Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",Dimension 3: Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,Dimension 3: Renewable energy consumption (% of total final energy consumption),Dimension 3: Households and NPISHs Final consumption expenditure (current LCU),Dimension 3: GNI (current LCU),Dimension 3: Quarterly GDP,"Dimension 3: Debt service (PPG and IMF only, % of exports of goods, services and primary income)",Dimension 4: Dissemination Practices & Openness (DPO),Dimension 4: NSO has an Advance Release Calendar and it is published ,Dimension 4: NSO has a listing of surveys and microdata sets (or NADA),Dimension 4: NSO has a data portal,Dimension 4: Timeseries indicators are available for download in reusable format for free,"Dimension 4: Metadata is available providing definition, methodology, standards or classifications for existing data series",Dimension 4: NSO has conducted a user satisfaction survey,Dimension 4: Geospatial data available on relevant agency website,SPI Overall Score,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bolivia,BOL,2019,20.833333333333336,0.5,0,0.5,0,0,0,0,0,1,0.5,0,0,48.75,1,1,0,1,0.3,0.6,0,0,50.88235294117647,1,0.3,0,0.15,0,0,0,0,1,1,0.3,0.3,0.6,1,1,1,1,85.71428571428571,1,1,1,1,1,0,1,51.544992997198875,BO,La Paz,-66.1936,-13.9908,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),LMC,XN,Lower middle income,IBD,XF,IBRD,Bolivia,0.15,0,0,0,0.5,0.5,11513000
Brazil,BRA,2019,79.16666666666666,1,1,1,0.5,1,0,1,1,1,1,1,0,62.5,1,1,0,1,1,1,0,0,64.41176470588235,1,0,0,1,0,0.75,0,1,1,1,0.3,0.3,0.6,1,1,1,1,85.71428571428571,1,1,1,1,1,0,1,72.94817927170868,BR,Brasilia,-47.9292,-15.7801,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Brazil,0.5,0.5,0.5,0.25,0.5,0.5,211050000
Bhutan,BTN,2019,16.666666666666664,0.5,0,0,0,0,0,0,0,1,0.5,0,0,53.75,1,1,0,1,0,1,0.3,0,46.76470588235294,0.15,0,0,0,0,0,1,1,0.6,1,0.3,0.3,0.6,1,1,0,1,71.42857142857143,1,1,1,1,0,0,1,47.15248599439776,BT,Thimphu,89.6177,27.5768,SAS,8S,South Asia,SAS,8S,South Asia,LMC,XN,Lower middle income,IDX,XI,IDA,Bhutan,0,0,0,0,0.5,0.5,763000
Botswana,BWA,2019,37.5,0.5,0,1,0.5,1,0,0,0,1,0.5,0,0,36.25,1,1,0,0.6,0,0,0,0.3,47.64705882352941,0.15,0,1,0,0,0.75,0,0,0,1,0.3,0.3,0.6,1,1,1,1,85.71428571428571,1,1,1,1,1,0,1,51.77783613445378,BW,Gaborone,25.9201,-24.6544,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Botswana,0,0,0.5,0.25,0.5,0.5,2304000
Central African Republic,CAF,2019,20.833333333333336,0.5,0,0.5,0,0,0,0,0,1,0.5,0,0,13.750000000000002,0.5,0,0,0,0,0,0.6,0,24.705882352941178,0,0.3,0,0,0,0,0,0,0,1,0,0.3,0.6,1,1,0,0,14.285714285714285,0,0,1,0,0,0,0,18.393732492997202,CF,Bangui,21.6407,5.63056,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,Central African Republic,0,0,0,0,NA,NA,4745000
Chile,CHL,2019,79.16666666666666,1,1,0.5,0.5,1,0,1,0.5,1,1,1,1,56.25,1,0.5,0,1,0,1,0,1,69.70588235294117,0.8,0.3,1,0.8,0,0.75,1,1,1,1,0.3,0.3,0.6,1,1,1,0,100,1,1,1,1,1,1,1,76.28063725490196,CL,Santiago,-70.6475,-33.475,LCN,ZJ,Latin America & Caribbean ,NA,NA,NA,HIC,XD,High income,IBD,XF,IBRD,Chile,0.3,0.5,0.5,0.25,0,0,18952000
China,CHN,2019,62.5,1,0.5,1,1,1,0,0.5,0.5,1,1,0,0,45,1,1,0,1,0,0.6,0,0,63.529411764705884,1,0,1,1,0.3,0,0,0,1,1,0.3,0.6,0.6,1,1,1,1,71.42857142857143,1,0,1,1,1,0,1,60.614495798319325,CN,Beijing,116.286,40.0495,EAS,Z4,East Asia & Pacific,EAP,4E,East Asia & Pacific (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,China,0.5,0.5,0,0,NA,NA,1397295000
Cote d'Ivoire,CIV,2019,25,0.5,0.5,0.5,0,0,0,0,0,1,0.5,0,0,55.00000000000001,1,1,0,0.6,0.3,0.3,0.6,0.6,51.76470588235295,0.15,0.3,1,0.55,0.3,0,1,0,0.6,1,0,0.3,0.6,1,1,0,1,57.14285714285714,0,1,1,1,1,0,0,47.226890756302524,CI,Yamoussoukro,-4.0305,5.332,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,Cote d'Ivoire,0.3,0.25,0,0,0.5,0.5,25717000
Cameroon,CMR,2019,33.33333333333333,0.5,0,1,0,1,0,0,0,1,0.5,0,0,33.75,0.5,0,0,0.3,0,0.3,1,0.6,50.88235294117647,0.15,0.6,1,0.4,0.3,0,0,1,0.3,1,0,0.3,0.6,1,1,0,1,42.857142857142854,0,1,1,1,0,0,0,40.20570728291317,CM,Yaounde,11.5174,3.8721,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LMC,XN,Lower middle income,IDB,XH,Blend,Cameroon,0.15,0.25,0,0,0.5,0.5,25876000
"Congo, Dem. Rep.",COD,2019,20.833333333333336,0.5,0,0.5,0,0,0,0,0,1,0.5,0,0,23.75,0,0,0,0.3,0,0,1,0.6,31.176470588235293,0,0,0,0,0,0.4,0,0,0,1,0,0.3,0.6,1,1,0,1,14.285714285714285,0,0,1,0,0,0,0,22.51137955182073,CD,Kinshasa,15.3222,-4.325,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,NA,0,0,0.15,0.25,0.5,0.5,86791000
"Congo, Rep.",COG,2019,20.833333333333336,0,0,0,0,1,0,0,0,1,0.5,0,0,30,0.5,1,0,0.3,0,0,0.6,0,40.588235294117645,0,0.3,0,0,0.3,0.4,1,0,0,1,0,0.3,0.6,1,1,0,1,14.285714285714285,0,0,0,0,1,0,0,26.426820728291318,CG,Brazzaville,15.2662,-4.2767,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LMC,XN,Lower middle income,IDB,XH,Blend,NA,0,0,0.15,0.25,0.5,0.5,5381000
Colombia,COL,2019,54.166666666666664,1,0.5,1,0,0,0,1,0,1,1,0,1,77.5,1,1,0,1,0.6,1,0.6,1,67.6470588235294,1,0.3,0,0,0,1,1,1,1,1,0.3,0.3,0.6,1,1,1,1,100,1,1,1,1,1,1,1,74.82843137254902,CO,Bogota,-74.082,4.60987,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Colombia,0,0,0.5,0.5,0.5,0.5,50339000
Comoros,COM,2019,29.166666666666668,1,0,0,0,1,0,0,0,1,0.5,0,0,33.75,1,0.5,0,0.6,0,0.3,0.3,0,25.588235294117645,0.15,0,0,0,0,0,0,0,0.3,0,0,0.3,0.6,1,1,0,1,42.857142857142854,0,1,1,1,0,0,0,32.84051120448179,KM,Moroni,43.2418,-11.6986,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,Comoros,0,0,0,0,0.5,0.5,851000
Cabo Verde,CPV,2019,29.166666666666668,0.5,0,0,0,0,0,0.5,0,1,0.5,1,0,45,1,1,0,0.3,0,1,0,0.3,53.235294117647065,0.15,0,1,0,0,1,0,0,1,1,0,0.3,0.6,1,1,1,1,85.71428571428571,1,1,1,1,1,0,1,53.279061624649856,CV,Praia,-23.5087,14.9218,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LMC,XN,Lower middle income,IDB,XH,Blend,Cabo Verde,0,0,0.5,0.5,0.5,0.5,550000
Costa Rica,CRI,2019,75,1,1,1,0.5,1,0,1,0.5,1,1,1,0,70,1,1,0,1,0,1,0.6,1,76.47058823529412,1,0,1,0.8,0,1,1,1,1,1,0.3,0.3,0.6,1,1,1,1,100,1,1,1,1,1,1,1,80.36764705882354,CR,San Jose,-84.0089,9.63701,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Costa Rica,0.3,0.5,0.5,0.5,0.5,0.5,5048000
Djibouti,DJI,2019,25,0.5,0.5,0,0,0,0,0,0.5,1,0.5,0,0,25,1,0,0,1,0,0,0,0,35.588235294117645,0.15,0,0,0,0,0,0,1,0,1,0,0.3,0.6,1,1,0,1,28.57142857142857,0,1,0,1,0,0,0,28.539915966386555,DJ,Djibouti,43.1425,11.5806,MEA,ZQ,Middle East & North Africa,MNA,XQ,Middle East & North Africa (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,Djibouti,0,0,NA,NA,0.5,0.5,974000
Dominica,DMA,2019,41.66666666666667,0.5,0,0.5,0.5,1,0,0,0,1,0.5,1,0,12.5,1,0,0,0,0,0,0,0,23.823529411764707,0,0,0,0.15,0,0,0,0,0,1,0,0.3,0.6,0,1,0,1,0,0,0,0,0,0,0,0,19.497549019607845,DM,Roseau,-61.39,15.2976,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IDB,XH,Blend,NA,0.15,0,NA,NA,0.5,0.5,72000
Dominican Republic,DOM,2019,54.166666666666664,1,1,1,0,1,0,1,0,1,0.5,0,0,45,1,0,0,1,0,1,0.6,0,58.52941176470588,1,0,0,0,0,0.75,0,1,1,1,0.3,0.3,0.6,1,1,1,1,57.14285714285714,0,1,1,1,0,0,1,53.70973389355742,DO,Santo Domingo,-69.8908,18.479,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Dominican Republic,0,0,0.5,0.25,0.5,0.5,10739000
Algeria,DZA,2019,37.5,0.5,1,0.5,0,1,0,0,0,1,0.5,0,0,36.25,0.5,0.5,1,0,0,0.3,0.6,0,39.411764705882355,0,0,0,0.8,0,0,0,0,1,1,0,0.3,0.6,1,1,0,1,57.14285714285714,1,1,1,1,0,0,0,42.57615546218487,DZ,Algiers,3.05097,36.7397,MEA,ZQ,Middle East & North Africa,MNA,XQ,Middle East & North Africa (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Algeria,0.3,0.5,0,0,0.5,0.5,43053000
Ecuador,ECU,2019,45.83333333333333,1,0,1,0,1,0,0,0.5,1,1,0,0,68.75,1,0.5,1,1,0,1,0,1,76.76470588235294,1,0.3,1,0.8,0,0.75,1,1,1,1,0.3,0.3,0.6,1,1,1,1,85.71428571428571,1,1,1,1,1,0,1,69.26558123249299,EC,Quito,-78.5243,-0.229498,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Ecuador,0.3,0.5,0.5,0.25,0.5,0.5,17374000
"Egypt, Arab Rep.",EGY,2019,66.66666666666666,0.5,0.5,1,0.5,1,0,0,0.5,1,1,1,1,53.75,1,1,0,1,0,1,0.3,0,51.76470588235295,0,0.3,1,0,0.3,1,0,0,1,1,0.3,0.3,0.6,1,1,0,1,85.71428571428571,1,1,1,1,1,0,1,64.47391456582633,EG,Cairo,31.2461,30.0982,MEA,ZQ,Middle East & North Africa,MNA,XQ,Middle East & North Africa (excluding high income),LMC,XN,Lower middle income,IBD,XF,IBRD,NA,0,0,0.5,0.5,0.5,0.5,100388000
Eritrea,ERI,2019,8.333333333333332,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.2941176470588225,0,0,0,0,0,0,0,0,0,0,0,0.3,0.6,0,0,0,0,0,0,0,0,0,0,0,0,3.4068627450980387,ER,Asmara,38.9183,15.3315,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,NA,0,0,0,0,NA,NA,NA
Ethiopia,ETH,2019,16.666666666666664,0.5,0.5,0,0,0,0,0,0.5,0,0.5,0,0,52.5,0.5,0.5,0,0,1,1,0.6,0.6,55.58823529411764,0.15,1,0,0.4,0.3,0.4,1,1,0,1,0.3,0.3,0.6,1,1,0,1,57.14285714285714,1,1,1,0,1,0,0,45.474439775910355,ET,Addis Ababa,38.7468,9.02274,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,Ethiopia,0.15,0.25,0.15,0.25,0.5,0.5,112079000
Fiji,FJI,2019,50,1,0.5,1,0,1,0,0,0,1,0.5,1,0,40,1,1,0,0.6,0,0.6,0,0,32.05882352941177,0,0,0,0.65,0,0,0,0.3,0.6,1,0,0.3,0.6,0,1,0,1,85.71428571428571,1,1,1,1,1,0,1,51.94327731092437,FJ,Suva,178.399,-18.1149,EAS,Z4,East Asia & Pacific,EAP,4E,East Asia & Pacific (excluding high income),UMC,XT,Upper middle income,IDB,XH,Blend,Fiji,0.15,0.5,0,0,0.5,0.5,890000
"Micronesia, Fed. Sts.",FSM,2019,16.666666666666664,0.5,0,0,0,1,0,0,0,0,0.5,0,0,28.749999999999996,1,1,0,0.3,0,0,0,0,17.058823529411764,0,0,0,0,0,0,0,0,0.3,1,0,0,0.6,0,1,0,0,42.857142857142854,0,0,0,1,1,0,1,26.33315826330532,FM,Palikir,158.185,6.91771,EAS,Z4,East Asia & Pacific,EAP,4E,East Asia & Pacific (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,NA,0,0,NA,NA,0,0,114000
Gabon,GAB,2019,20.833333333333336,0.5,0,0.5,0,0,0,0,0,1,0.5,0,0,23.75,1,0,0,0.3,0,0.3,0.3,0,27.35294117647059,0.15,0,0,0,0,0,0,0,0,1,0,0.3,0.6,1,1,0,0.6,28.57142857142857,0,0,1,1,0,0,0,25.126925770308123,GA,Libreville,9.45162,0.38832,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Gabon,0,0,0,0,NA,NA,2173000
Georgia,GEO,2019,79.16666666666666,0.5,1,0.5,0.5,1,1,0.5,0.5,1,1,1,1,57.49999999999999,1,1,0,1,0.3,1,0.3,0,79.41176470588235,1,0,1,1,0.3,1,1,1,1,1,0.3,0.3,0.6,1,1,1,1,85.71428571428571,1,1,1,1,1,0,1,75.44817927170868,GE,Tbilisi,44.793,41.71,ECS,Z7,Europe & Central Asia,ECA,7E,Europe & Central Asia (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Georgia,0.5,0.5,0.5,0.5,0.5,0.5,3718000
Ghana,GHA,2019,45.83333333333333,1,0.5,1,0,1,0,0.5,0,1,0.5,0,0,60,1,1,0.5,1,0,0.3,1,0,62.94117647058823,0.15,0.6,1,0.75,0,0.4,1,1,0.6,1,0.3,0.3,0.6,1,1,0,1,85.71428571428571,1,1,1,1,0,1,1,63.62219887955182,GH,Accra,-0.20795,5.57045,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,Ghana,0.5,0.25,0.15,0.25,0.5,0.5,30418000
Guinea,GIN,2019,16.666666666666664,1,0.5,0,0,0,0,0,0,0,0.5,0,0,35,1,0.5,0,0.3,0,0,1,0,48.82352941176471,0,0.6,1,0.4,0,0.4,0,1,0,1,0,0.3,0.6,1,1,0,1,71.42857142857143,0,1,1,1,1,0,1,42.97969187675071,GN,Conakry,-13.7,9.51667,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,Guinea,0.15,0.25,0.15,0.25,0.5,0.5,12771000
"Gambia, The",GMB,2019,33.33333333333333,1,0.5,0.5,0,0,0,0.5,0,1,0.5,0,0,48.75,1,1,0,0.6,0,0.3,1,0,37.35294117647059,0.15,0.3,1,0,0,0,0,0,0,1,0,0.3,0.6,1,1,0,1,0,0,0,0,0,0,0,0,29.85906862745098,GM,Banjul,-16.5885,13.4495,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,"Gambia, The",0,0,0,0,0.5,0.5,2348000
Guinea-Bissau,GNB,2019,20.833333333333336,0.5,0,0,0.5,0,0,0,0,1,0.5,0,0,32.5,1,0,0,0.6,0,0,1,0,38.8235294117647,0,0.3,0,0,0,0.4,0,1,0,1,0,0.3,0.6,1,1,0,1,14.285714285714285,0,0,1,0,0,0,0,26.61064425770308,GW,Bissau,-15.1804,11.8037,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,Guinea-Bissau,0,0,0.15,0.25,0.5,0.5,1921000
Equatorial Guinea,GNQ,2019,25,0.5,0,0,0,1,0,0,0,1,0.5,0,0,28.749999999999996,1,1,0,0,0,0,0.3,0,22.941176470588236,0,0,0,0,0,0,0,0,0,1,0,0.3,0.6,1,1,0,0,42.857142857142854,0,1,1,1,0,0,0,29.887079831932773,GQ,Malabo,8.7741,3.7523,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,NA,0,0,0,0,0,0,1356000
Grenada,GRD,2019,33.33333333333333,0.5,0,0.5,0.5,0,0,0,0,1,0.5,1,0,28.749999999999996,1,1,0,0.3,0,0,0,0,42.05882352941177,0,0,0,0.65,0,1,1,0,0.6,1,0,0.3,0.6,0,1,0,1,42.857142857142854,1,0,0,1,1,0,0,36.749824929971986,GD,Saint George's,-61.7449,12.0653,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IDB,XH,Blend,NA,0.15,0.5,0.5,0.5,0.5,0.5,112000
Guatemala,GTM,2019,41.66666666666667,0.5,1,0.5,0.5,0,0,0,0,1,0.5,1,0,55.00000000000001,1,0.5,0,0.6,1,1,0.3,0,66.76470588235294,0.15,0.3,1,0,0,1,1,1,1,1,0,0.3,0.6,1,1,1,1,57.14285714285714,0,1,1,1,1,0,0,55.14355742296919,GT,Guatemala City,-90.5328,14.6248,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Guatemala,0,0,0.5,0.5,0.5,0.5,17581000
Guyana,GUY,2019,25,0.5,0,1,0,0,0,0,0,1,0.5,0,0,23.75,1,0,0,0.3,0,0,0.6,0,42.94117647058823,0,0.3,0,0,0,0.8,0,1,0.3,1,0,0.3,0.6,1,1,0,1,42.857142857142854,0,1,0,1,1,0,0,33.63707983193277,GY,Georgetown,-58.1548,6.80461,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IDX,XI,IDA,Guyana,0,0,0.3,0.5,0.5,0.5,783000
Honduras,HND,2019,37.5,0.5,0,0.5,0,1,0,1,0,1,0.5,0,0,45,1,0,0,1,0.3,1,0.3,0,55,1,0,1,0,0,0.15,0,1,1,1,0.3,0.3,0.6,1,1,0,1,71.42857142857143,0,1,1,1,1,1,0,52.23214285714286,HN,Tegucigalpa,-87.4667,15.1333,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,Honduras,0,0,0.15,0,0.5,0.5,9746000
Croatia,HRV,2019,91.66666666666666,1,1,1,0.5,1,1,1,0.5,1,1,1,1,62.5,1,1,0,1,1,1,0,0,65.88235294117646,1,0,1,1,0,1,1,0,1,1,0.3,0.3,0.6,1,1,1,0,85.71428571428571,1,0,1,1,1,1,1,76.4408263305322,HR,Zagreb,15.9614,45.8069,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,IBD,XF,IBRD,Croatia,0.5,0.5,0.5,0.5,0,0,4062000
Haiti,HTI,2019,20.833333333333336,0,0,0,0,1,0,0,0,1,0.5,0,0,32.5,0,1,0,1,0,0,0.6,0,32.94117647058823,0,0.3,0,0,0,0.4,0,1,0,0,0,0.3,0.6,1,1,0,1,28.57142857142857,0,0,0,1,1,0,0,28.711484593837536,HT,Port-au-Prince,-72.3288,18.5392,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),LIC,XM,Low income,IDX,XI,IDA,Haiti,0,0,0.15,0.25,0.5,0.5,11263000
Indonesia,IDN,2019,54.166666666666664,1,0.5,1,0.5,0,0,0.5,1,1,1,0,0,70,1,1,0,1,0,1,0.6,1,65,1,0.3,1,0.55,0,0,0,1,1,1,0.3,0.3,0.6,1,1,1,1,100,1,1,1,1,1,1,1,72.29166666666666,ID,Jakarta,106.83,-6.19752,EAS,Z4,East Asia & Pacific,EAP,4E,East Asia & Pacific (excluding high income),LMC,XN,Lower middle income,IBD,XF,IBRD,Indonesia,0.3,0.25,0,0,0.5,0.5,270626000
India,IND,2019,54.166666666666664,1,0.5,0.5,0.5,1,0,0,1,1,1,0,0,77.5,1,1,1,1,0.3,0.6,0.3,1,59.117647058823536,0,1,0,1,0.3,0.55,0,1,0.3,1,0,0.3,0.6,1,1,1,1,85.71428571428571,1,1,1,1,1,0,1,69.12464985994397,IN,New Delhi,77.225,28.6353,SAS,8S,South Asia,SAS,8S,South Asia,LMC,XN,Lower middle income,IBD,XF,IBRD,India,0.5,0.5,0.3,0.25,0.5,0.5,1366418000
"Iran, Islamic Rep.",IRN,2019,41.66666666666667,0.5,0.5,0.5,0.5,1,0,0.5,0,0,0.5,1,0,50,1,1,0,1,0,1,0,0,55.88235294117647,0,0,0,0,0.3,1,1,0,1,1,0.3,0.3,0.6,1,1,1,1,42.857142857142854,0,1,0,1,1,0,0,47.6015406162465,IR,Tehran,51.4447,35.6878,MEA,ZQ,Middle East & North Africa,MNA,XQ,Middle East & North Africa (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,NA,0,0,0.5,0.5,0.5,0.5,82914000
Iraq,IRQ,2019,33.33333333333333,0,0,0.5,0.5,1,0,0,0.5,1,0.5,0,0,15,0,0,0,0.6,0,0,0.6,0,44.705882352941174,0,0.3,0,0.4,0,0,1,1,1,1,0,0.3,0.6,1,1,0,0,42.857142857142854,0,0,1,1,1,0,0,33.97408963585434,IQ,Baghdad,44.394,33.3302,MEA,ZQ,Middle East & North Africa,MNA,XQ,Middle East & North Africa (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Iraq,0.15,0.25,0,0,0,0,39310000
Jamaica,JAM,2019,29.166666666666668,0.5,0,0.5,0,1,0,0,0,1,0.5,0,0,38.75,1,0.5,0,1,0,0.3,0.3,0,54.11764705882352,0,0.3,0,0,0,1,0,1,1,1,0,0.3,0.6,1,1,1,1,85.71428571428571,1,1,1,1,1,0,1,51.93714985994397,JM,Kingston,-76.792,17.9927,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Jamaica,0,0,0.5,0.5,0.5,0.5,2948000
Jordan,JOR,2019,33.33333333333333,0,0.5,1,0,0,0,0,0.5,1,1,0,0,57.49999999999999,1,1,0,0.6,0,1,1,0,48.529411764705884,0,0,0,0.15,0.3,0,1,0.6,1,1,0,0.6,0.6,1,1,0,1,100,1,1,1,1,1,1,1,59.8406862745098,JO,Amman,35.9263,31.9497,MEA,ZQ,Middle East & North Africa,MNA,XQ,Middle East & North Africa (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Jordan,0.15,0,0,0,0.5,0.5,10102000
Kazakhstan,KAZ,2019,66.66666666666666,0.5,1,1,1,1,0,0.5,0,1,1,0,1,51.24999999999999,1,0.5,0,1,0,1,0.6,0,81.17647058823529,1,0.3,1,1,0.3,1,1,1,1,1,0.3,0.3,0.6,1,1,1,1,71.42857142857143,1,1,1,1,1,0,0,67.63042717086834,KZ,Astana,71.4382,51.1879,ECS,Z7,Europe & Central Asia,ECA,7E,Europe & Central Asia (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Kazakhstan,0.5,0.5,0.5,0.5,0.5,0.5,18493000
Kenya,KEN,2019,41.66666666666667,1,0.5,0.5,0,0,0,1,0.5,1,0.5,0,0,43.75,1,0,1,0.6,0,0.6,0.3,0,47.352941176470594,0.15,0.3,1,0,0,0.4,0,1,0.3,1,0,0.3,0.6,1,1,0,1,71.42857142857143,1,1,1,1,1,0,0,51.04954481792717,KE,Nairobi,36.8126,-1.27975,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LMC,XN,Lower middle income,IDB,XH,Blend,Kenya,0,0,0.15,0.25,0.5,0.5,52574000
Kyrgyz Republic,KGZ,2019,87.5,0.5,1,1,1,1,1,0.5,0.5,1,1,1,1,43.75,1,0.5,0,1,0,0,1,0,77.05882352941177,1,0.6,1,1,0.3,1,1,0,1,1,0.3,0.3,0.6,1,1,1,1,71.42857142857143,1,1,1,1,1,0,0,69.9343487394958,KG,Bishkek,74.6057,42.8851,ECS,Z7,Europe & Central Asia,ECA,7E,Europe & Central Asia (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,Kyrgyz Republic,0.5,0.5,0.5,0.5,0.5,0.5,6435000
