iso3c,country,date,SPI.D1.MSC,SPI.D1.1.SNAU,SPI.D1.2.NABY,SPI.D1.3.CNIN,SPI.D1.4.CPIBY,SPI.D1.5.HOUS,SPI.D1.6.EMPL,SPI.D1.7.CGOV,SPI.D1.8.FINA,SPI.D1.9.MONY,SPI.D1.10.IDDS,SPI.D1.11.CRVS,SPI.D1.12.GSBP,SPI.D2.CS,SPI.D2.1.POPU,SPI.D2.2.AGRI,SPI.D2.3.BIZZ,SPI.D2.4.HOUS,SPI.D2.5.AGRI,SPI.D2.6.LABR,SPI.D2.7.HLTH,SPI.D2.8.BIZZ,SPI.D3.AKI,SI.POV.NAHC,SH.DYN.MORT,SH.IMM.MEAS,SE.PRM.CMPT.ZS,SE.ADT.LITR.ZS,SH.H2O.BASW.ZS,SL.UEM.TOTL.NE.ZS,NV.IND.MANF.ZS,NE.GDI.TOTL.ZS,NY.GDP.DEFL.KD.ZG,BN.GSR.GNFS.CD,SN.ITK.DEFC.ZS,SPI.D4.DPO,SPI.D4.1.CALD,SPI.D4.2.NADA,SPI.D4.3.PORT,SPI.D4.4.TIME,SPI.D4.5.META,SPI.D4.6.USER,SPI.D4.7.GEOS,population,SPI.OVRL.SCR
BFA,Burkina Faso,2018,33.33333333333333,0.5,0,0.5,0.5,1,0,0,0,1,0.5,0,0,52.5,1,1,0,1,0.3,0,0.6,0.3,75,0,1,1,1,0,1,0,1,1,1,1,1,57.14285714285714,0,1,1,1,1,0,0,19751535,54.49404761904761
BGD,Bangladesh,2018,25,0.5,0,1,0,0,0,0,0,1,0.5,0,0,66.25,1,1,0,1,0,1,1,0.3,91.66666666666667,1,1,1,0,1,1,1,1,1,1,1,1,42.857142857142854,0,1,0,1,1,0,0,161356039,56.44345238095239
BGR,Bulgaria,2018,91.66666666666666,1,1,1,1,1,1,1,1,1,1,1,0,70,1,1,0,1,1,1,0,0.6,91.66666666666667,1,1,1,1,0,1,1,1,1,1,1,1,100,1,1,1,1,1,1,1,7024216,88.33333333333333
BHR,Bahrain,2018,37.5,0.5,0.5,0.5,0,1,0,0,0.5,0,0.5,1,0,25,1,1,0,0,0,0,0,0,75,0,1,1,1,1,1,0,1,1,1,1,0,57.14285714285714,0,1,1,1,1,0,0,1569439,48.660714285714285
BHS,"Bahamas, The",2018,37.5,1,0.5,1,0,0,0,0.5,1,0,0.5,0,0,45,1,1,0,0.3,0,1,0,0.3,75,0,1,1,1,0,1,1,1,1,1,1,0,57.14285714285714,0,1,1,1,1,0,0,385640,53.660714285714285
BIH,Bosnia and Herzegovina,2018,62.5,0.5,1,1,0,1,0,1,0.5,1,0.5,1,0,60,1,1,0,0.6,0,1,0.6,0.6,83.33333333333333,1,1,1,0,0,1,1,1,1,1,1,1,71.42857142857143,1,1,1,0,1,1,0,3323929,69.31547619047619
BLR,Belarus,2018,83.33333333333334,1,1,1,1,1,0,0.5,0.5,1,1,1,1,56.25,1,1,0,1,0,0.6,0.3,0.6,91.66666666666667,1,1,1,1,0,1,1,1,1,1,1,1,85.71428571428571,1,1,1,1,1,1,0,9485386,79.24107142857143
BLZ,Belize,2018,29.166666666666668,0.5,0,0.5,0,1,0,0,0,1,0.5,0,0,60,1,1,0,0.6,0,1,0.6,0.6,83.33333333333333,0,1,1,1,0,1,1,1,1,1,1,1,85.71428571428571,1,1,1,1,1,0,1,383071,64.55357142857143
BOL,Bolivia,2018,16.666666666666664,0,0,0.5,0,0,0,0,0,1,0.5,0,0,67.5,1,1,0,1,0.6,0.6,0.6,0.6,100,1,1,1,1,1,1,1,1,1,1,1,1,57.14285714285714,0,1,1,1,0,0,1,11353142,60.32738095238095
BRA,Brazil,2018,70.83333333333334,1,1,1,0.5,1,0,1,0,1,1,1,0,66.25,1,1,0,1,1,1,0,0.3,83.33333333333333,0,1,1,0,1,1,1,1,1,1,1,1,85.71428571428571,1,1,1,1,1,0,1,209469333,76.5327380952381
BRB,Barbados,2018,33.33333333333333,0.5,0,0.5,0,0,0,0,0.5,1,0.5,1,0,32.5,1,1,0,0,0,0,0.3,0.3,58.333333333333336,0,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,286641,31.041666666666664
BRN,Brunei Darussalam,2018,45.83333333333333,1,0.5,0.5,0,1,0,0,0,1,0.5,1,0,36.25,1,1,0,0.3,0,0.6,0,0,83.33333333333333,0,1,1,1,0,1,1,1,1,1,1,1,57.14285714285714,1,0,1,1,1,0,0,428962,55.63988095238095
BTN,Bhutan,2018,20.833333333333336,0.5,0,0,0,0,0,0.5,0,1,0.5,0,0,52.5,1,1,0,0.6,0,1,0.3,0.3,91.66666666666667,1,1,1,1,1,1,1,1,1,1,1,0,42.857142857142854,0,1,1,1,0,0,0,754394,51.964285714285715
BWA,Botswana,2018,33.33333333333333,0.5,0,1,0,1,0,0,0,1,0.5,0,0,36.25,1,1,0,0.6,0,0,0,0.3,66.66666666666667,0,1,1,0,0,1,0,1,1,1,1,1,85.71428571428571,1,1,1,1,1,0,1,2254126,55.49107142857143
CAF,Central African Republic,2018,16.666666666666664,0,0,0.5,0,0,0,0,0,1,0.5,0,0,23.75,0.5,0.5,0,0.3,0,0,0.3,0.3,66.66666666666667,0,1,1,1,0,1,0,1,1,1,0,1,14.285714285714285,0,0,1,0,0,0,0,4666377,30.342261904761905
CAN,Canada,2018,91.66666666666666,1,1,1,0.5,1,1,1,0.5,1,1,1,1,100,1,1,1,1,1,1,1,1,75,0,1,1,0,0,1,1,1,1,1,1,1,100,1,1,1,1,1,1,1,37058856,91.66666666666666
CHE,Switzerland,2018,75,1,1,1,1,1,0,1,1,0,1,1,0,100,1,1,1,1,1,1,1,1,83.33333333333333,0,1,1,1,0,1,1,1,1,1,1,1,85.71428571428571,1,1,1,1,1,0,1,8516543,86.01190476190476
CHL,Chile,2018,70.83333333333334,1,1,0.5,0.5,1,0,0,0.5,1,1,1,1,75,1,1,0,1,1,1,0,1,100,1,1,1,1,1,1,1,1,1,1,1,1,100,1,1,1,1,1,1,1,18729160,86.45833333333334
CHN,China,2018,54.166666666666664,1,0.5,1,1,1,0,0.5,0.5,0,1,0,0,42.5,1,0.5,0,1,0,0.6,0,0.3,83.33333333333333,1,1,1,0,0,1,1,1,1,1,1,1,71.42857142857143,1,0,1,1,1,0,1,1392730000,62.85714285714286
CMR,Cameroon,2018,33.33333333333333,0.5,0,1,0,1,0,0,0,1,0.5,0,0,41.25,1,0.5,0,0.3,0,0.3,0.6,0.6,75,0,1,1,1,0,1,0,1,1,1,1,1,28.57142857142857,0,1,0,1,0,0,0,25216237,44.53869047619047
COD,"Congo, Dem. Rep.",2018,20.833333333333336,0.5,0,0.5,0,0,0,0,0,1,0.5,0,0,36.25,1,0,0,0.3,0,0,1,0.6,75,0,1,1,1,1,1,0,1,1,1,1,0,14.285714285714285,0,1,0,0,0,0,0,84068091,36.592261904761905
COG,"Congo, Rep.",2018,20.833333333333336,0,0,0,0,1,0,0,0,1,0.5,0,0,45,1,1,0,0.3,0,0,1,0.3,66.66666666666667,0,1,1,0,0,1,0,1,1,1,1,1,14.285714285714285,0,0,0,0,1,0,0,5244363,36.69642857142857
COL,Colombia,2018,45.83333333333333,0.5,0,1,0,0,0,1,0,1,1,0,1,87.5,1,1,0,1,1,1,1,1,100,1,1,1,1,1,1,1,1,1,1,1,1,100,1,1,1,1,1,1,1,49648685,83.33333333333333
COM,Comoros,2018,25,0.5,0,0,0,1,0,0,0,1,0.5,0,0,30,1,0.5,0,0.3,0,0.3,0.3,0,58.333333333333336,0,1,1,1,0,1,0,0,1,1,1,0,28.57142857142857,0,0,1,1,0,0,0,832322,35.47619047619048
CPV,Cabo Verde,2018,29.166666666666668,0.5,0,0,0,0,0,0.5,0,1,0.5,1,0,45,1,1,0,0.3,0,1,0,0.3,100,1,1,1,1,1,1,1,1,1,1,1,1,85.71428571428571,1,1,1,1,1,0,1,543767,64.9702380952381
CRI,Costa Rica,2018,70.83333333333334,1,1,1,0.5,1,0,1,0,1,1,1,0,66.25,1,1,0,1,0,1,0.3,1,91.66666666666667,1,1,1,1,0,1,1,1,1,1,1,1,100,1,1,1,1,1,1,1,4999441,82.1875
CYP,Cyprus,2018,87.5,1,1,1,0.5,1,0,1,1,1,1,1,1,100,1,1,1,1,1,1,1,1,83.33333333333333,0,1,1,1,0,1,1,1,1,1,1,1,71.42857142857143,1,1,0,1,1,1,0,1189265,85.56547619047619
CZE,Czech Republic,2018,87.5,1,1,1,0.5,1,0,1,1,1,1,1,1,100,1,1,1,1,1,1,1,1,83.33333333333333,0,1,1,1,0,1,1,1,1,1,1,1,100,1,1,1,1,1,1,1,10625695,92.70833333333333
DEU,Germany,2018,87.5,1,1,1,0.5,1,0,1,1,1,1,1,1,100,1,1,1,1,1,1,1,1,83.33333333333333,0,1,1,1,0,1,1,1,1,1,1,1,100,1,1,1,1,1,1,1,82927922,92.70833333333333
DJI,Djibouti,2018,20.833333333333336,0.5,0,0,0,0,0,0,0.5,1,0.5,0,0,41.25,1,1,0,1,0,0,0,0.3,83.33333333333333,1,1,1,1,0,1,0,1,1,1,1,1,28.57142857142857,0,1,0,1,0,0,0,958920,43.49702380952381
DMA,Dominica,2018,41.66666666666667,0.5,0,0.5,0.5,1,0,0,0,1,0.5,1,0,32.5,1,1,0,0.3,0,0,0,0.3,66.66666666666667,0,1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,71625,35.208333333333336
DNK,Denmark,2018,83.33333333333334,1,1,1,1,1,0,1,1,1,1,1,0,100,1,1,1,1,1,1,1,1,83.33333333333333,0,1,1,1,0,1,1,1,1,1,1,1,71.42857142857143,1,1,1,1,1,0,0,5797446,84.52380952380953
DOM,Dominican Republic,2018,45.83333333333333,1,0,1,0,1,0,1,0,1,0.5,0,0,65,1,1,0,1,0,1,0.6,0.6,100,1,1,1,1,1,1,1,1,1,1,1,1,71.42857142857143,0,1,1,1,1,0,1,10627165,70.56547619047619
DZA,Algeria,2018,29.166666666666668,0.5,0,0.5,0,1,0,0,0,1,0.5,0,0,48.75,1,1,1,0.3,0,0.3,0.3,0,83.33333333333333,0,1,1,1,0,1,1,1,1,1,1,1,57.14285714285714,0,1,1,1,1,0,0,42228429,54.598214285714285
ECU,Ecuador,2018,45.83333333333333,1,0,1,0,1,0,0,0.5,1,1,0,0,56.25,1,0.5,0,1,0,1,0,1,100,1,1,1,1,1,1,1,1,1,1,1,1,85.71428571428571,1,1,1,1,1,0,1,17084357,71.94940476190476
EGY,"Egypt, Arab Rep.",2018,66.66666666666666,0.5,0.5,1,0.5,1,0,0,0.5,1,1,1,1,65,1,1,0,1,0,1,0.6,0.6,100,1,1,1,1,1,1,1,1,1,1,1,1,85.71428571428571,1,1,1,1,1,0,1,98423595,79.34523809523809
ERI,Eritrea,2018,8.333333333333332,0,0,0,0,0,0,0,0,1,0,0,0,3.75,0,0,0,0,0,0,0,0.3,33.333333333333336,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,11.354166666666668
ESP,Spain,2018,87.5,1,1,1,0.5,1,0,1,1,1,1,1,1,100,1,1,1,1,1,1,1,1,91.66666666666667,0,1,1,1,1,1,1,1,1,1,1,1,85.71428571428571,1,1,1,1,1,1,0,46723749,91.2202380952381
EST,Estonia,2018,83.33333333333334,1,1,1,1,1,1,1,0,1,1,1,0,100,1,1,1,1,1,1,1,1,83.33333333333333,0,1,1,1,0,1,1,1,1,1,1,1,100,1,1,1,1,1,1,1,1320884,91.66666666666667
ETH,Ethiopia,2018,16.666666666666664,0.5,0.5,0,0,0,0,0,0.5,0,0.5,0,0,81.25,1,0.5,0,1,1,1,1,1,91.66666666666667,1,1,1,1,1,1,0,1,1,1,1,1,57.14285714285714,1,1,1,0,1,0,0,109224559,61.68154761904761
FIN,Finland,2018,91.66666666666666,1,1,1,1,1,0,1,1,1,1,1,1,100,1,1,1,1,1,1,1,1,83.33333333333333,0,1,1,1,0,1,1,1,1,1,1,1,100,1,1,1,1,1,1,1,5518050,93.75
FJI,Fiji,2018,54.166666666666664,1,0.5,1,0.5,1,0,0,0,1,0.5,1,0,48.75,1,1,0,1,0,0.6,0,0.3,83.33333333333333,0,1,1,1,1,1,1,1,0,1,1,1,71.42857142857143,1,1,0,1,1,0,1,883483,64.41964285714286
FRA,France,2018,91.66666666666666,1,1,1,1,1,0,1,1,1,1,1,1,100,1,1,1,1,1,1,1,1,75,0,1,1,0,0,1,1,1,1,1,1,1,100,1,1,1,1,1,1,1,66987244,91.66666666666666
FSM,"Micronesia, Fed. Sts.",2018,16.666666666666664,0.5,0,0,0,1,0,0,0,0,0.5,0,0,32.5,1,1,0,0.3,0,0,0,0.3,41.666666666666664,0,1,1,0,0,1,0,1,0,1,0,0,42.857142857142854,0,0,0,1,1,0,1,112640,33.422619047619044
GAB,Gabon,2018,20.833333333333336,0.5,0,0.5,0,0,0,0,0,1,0.5,0,0,33.75,0.5,1,0,0.3,0,0.3,0.3,0.3,75,1,1,1,0,0,1,0,1,1,1,1,1,14.285714285714285,0,0,0,1,0,0,0,2119275,35.967261904761905
GBR,United Kingdom,2018,83.33333333333334,1,1,1,1,1,0,1,1,0,1,1,1,100,1,1,1,1,1,1,1,1,83.33333333333333,0,1,1,1,0,1,1,1,1,1,1,1,100,1,1,1,1,1,1,1,66488991,91.66666666666667
GEO,Georgia,2018,79.16666666666666,0.5,1,0.5,0.5,1,1,0.5,0.5,1,1,1,1,61.25000000000001,1,1,0,1,0.3,1,0,0.6,100,1,1,1,1,1,1,1,1,1,1,1,1,71.42857142857143,1,1,0,1,1,0,1,3731000,77.96130952380952
GHA,Ghana,2018,37.5,0.5,0,1,0,1,0,0.5,0,1,0.5,0,0,57.49999999999999,1,1,0,1,0,0.3,1,0.3,91.66666666666667,1,1,1,1,0,1,1,1,1,1,1,1,85.71428571428571,1,1,1,1,0,1,1,29767108,68.0952380952381
GIN,Guinea,2018,8.333333333333332,0.5,0,0,0,0,0,0,0,0,0.5,0,0,33.75,1,0.5,0,0.3,0,0,0.6,0.3,75,0,1,1,1,0,1,0,1,1,1,1,1,71.42857142857143,0,1,1,1,1,0,1,12414318,47.12797619047619
GMB,"Gambia, The",2018,25,0.5,0,0.5,0,0,0,0.5,0,1,0.5,0,0,53.75,1,1,0,1,0,0.3,1,0,91.66666666666667,1,1,1,1,1,1,0,1,1,1,1,1,42.857142857142854,0,1,1,1,0,0,0,2280102,53.31845238095239
GNB,Guinea-Bissau,2018,20.833333333333336,0.5,0,0,0.5,0,0,0,0,1,0.5,0,0,36.25,1,1,0,0.3,0,0,0.6,0,66.66666666666667,0,1,1,0,0,1,0,1,1,1,1,1,28.57142857142857,0,1,0,1,0,0,0,1874309,38.08035714285714
GNQ,Equatorial Guinea,2018,25,0.5,0,0,0,1,0,0,0,1,0.5,0,0,28.749999999999996,1,1,0,0,0,0,0.3,0,58.333333333333336,0,1,1,1,0,1,0,1,1,1,0,0,14.285714285714285,0,1,0,0,0,0,0,1308974,31.592261904761905
GRC,Greece,2018,79.16666666666666,1,1,1,0.5,1,0,1,1,1,1,1,0,100,1,1,1,1,1,1,1,1,83.33333333333333,0,1,1,1,0,1,1,1,1,1,1,1,100,1,1,1,1,1,1,1,10727668,90.625
GRD,Grenada,2018,33.33333333333333,0.5,0,0.5,0.5,0,0,0,0,1,0.5,1,0,28.749999999999996,1,1,0,0.3,0,0,0,0,66.66666666666667,0,1,1,1,0,1,1,1,0,1,1,0,14.285714285714285,0,0,0,1,0,0,0,111454,35.75892857142857
GTM,Guatemala,2018,33.33333333333333,0.5,0,0.5,0.5,0,0,0,0,1,0.5,1,0,55.00000000000001,1,0.5,0,0.6,1,1,0.3,0,83.33333333333333,0,1,1,1,0,1,1,1,1,1,1,1,42.857142857142854,0,1,0,1,1,0,0,17247807,53.63095238095239
GUY,Guyana,2018,25,0.5,0,1,0,0,0,0,0,1,0.5,0,0,36.25,1,1,0,0,0,0,0.6,0.3,66.66666666666667,0,1,1,0,0,1,0,1,1,1,1,1,28.57142857142857,0,1,0,1,0,0,0,779004,39.12202380952381
HND,Honduras,2018,37.5,0.5,0,0.5,0,1,0,1,0,1,0.5,0,0,77.5,1,1,0,1,0.6,1,1,0.6,100,1,1,1,1,1,1,1,1,1,1,1,1,71.42857142857143,0,1,1,1,1,1,0,9587522,71.60714285714286
HRV,Croatia,2018,83.33333333333334,1,1,1,0.5,1,1,0,0.5,1,1,1,1,75,1,1,0,1,1,1,0,1,91.66666666666667,1,1,1,1,0,1,1,1,1,1,1,1,85.71428571428571,1,0,1,1,1,1,1,4089400,83.92857142857143
HTI,Haiti,2018,20.833333333333336,0,0,0,0,1,0,0,0,1,0.5,0,0,45,1,1,0,1,0,0,0.6,0,66.66666666666667,0,1,1,0,1,1,0,0,1,1,1,1,42.857142857142854,0,1,0,1,1,0,0,11123176,43.839285714285715
HUN,Hungary,2018,100,1,1,1,1,1,1,1,1,1,1,1,1,100,1,1,1,1,1,1,1,1,83.33333333333333,0,1,1,1,0,1,1,1,1,1,1,1,100,1,1,1,1,1,1,1,9768785,95.83333333333333
IDN,Indonesia,2018,54.166666666666664,1,0.5,1,0.5,0,0,0.5,1,1,1,0,0,75,1,1,0,1,0,1,1,1,100,1,1,1,1,1,1,1,1,1,1,1,1,100,1,1,1,1,1,1,1,267663435,82.29166666666666
IND,India,2018,50,1,0.5,0.5,0.5,1,0,0.5,1,0,1,0,0,78.75,1,1,1,1,0,1,0.3,1,75,0,1,1,1,0,1,0,1,1,1,1,1,85.71428571428571,1,1,1,1,1,0,1,1352617328,72.36607142857143
IRL,Ireland,2018,79.16666666666666,1,1,1,0.5,1,0,1,1,1,1,1,0,100,1,1,1,1,1,1,1,1,75,0,1,1,0,0,1,1,1,1,1,1,1,85.71428571428571,1,1,1,1,1,0,1,4853506,84.97023809523809
IRN,"Iran, Islamic Rep.",2018,41.66666666666667,0.5,0.5,0.5,0.5,1,0,0.5,0,0,0.5,1,0,50,1,1,0,1,0,1,0,0,83.33333333333333,0,1,1,1,1,1,1,1,1,1,0,1,42.857142857142854,0,1,0,1,1,0,0,81800269,54.464285714285715
IRQ,Iraq,2018,29.166666666666668,0,0,0.5,0,1,0,0,0.5,1,0.5,0,0,40,1,1,0,0.6,0,0,0.3,0.3,83.33333333333333,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,38433600,38.125
ISL,Iceland,2018,91.66666666666666,1,1,0.5,1,1,1,1,0.5,1,1,1,1,100,1,1,1,1,1,1,1,1,75,0,1,1,0,0,1,1,1,1,1,1,1,85.71428571428571,1,1,1,1,1,1,0,353574,88.09523809523809
ISR,Israel,2018,87.5,1,1,1,0.5,1,0,1,1,1,1,1,1,100,1,1,1,1,1,1,1,1,83.33333333333333,0,1,1,1,0,1,1,1,1,1,1,1,71.42857142857143,1,1,1,1,1,0,0,8883800,85.56547619047619
ITA,Italy,2018,91.66666666666666,1,1,1,1,1,0,1,1,1,1,1,1,100,1,1,1,1,1,1,1,1,83.33333333333333,0,1,1,1,0,1,1,1,1,1,1,1,85.71428571428571,1,1,1,1,1,0,1,60431283,90.17857142857143
JAM,Jamaica,2018,29.166666666666668,0.5,0,0.5,0,1,0,0,0,1,0.5,0,0,52.5,1,1,0,1,0,0.6,0.3,0.3,83.33333333333333,0,1,1,1,0,1,1,1,1,1,1,1,71.42857142857143,1,1,0,1,1,0,1,2934855,59.10714285714286
JOR,Jordan,2018,20.833333333333336,0,0,1,0,0,0,0,0.5,0,1,0,0,61.25000000000001,1,1,0,1,0,1,0.6,0.3,83.33333333333333,0,1,1,1,0,1,1,1,1,1,1,1,71.42857142857143,1,1,1,1,1,0,0,9956011,59.21130952380953
JPN,Japan,2018,75,1,1,1,0.5,1,0,1,0.5,1,1,1,0,100,1,1,1,1,1,1,1,1,75,0,1,1,0,0,1,1,1,1,1,1,1,85.71428571428571,1,1,1,1,1,0,1,126529100,83.92857142857143
KAZ,Kazakhstan,2018,75,0.5,1,1,1,1,0,0.5,0,1,1,1,1,63.74999999999999,1,0.5,0,1,0,1,1,0.6,91.66666666666667,1,1,1,1,0,1,1,1,1,1,1,1,71.42857142857143,1,1,1,1,1,0,0,18276499,75.46130952380953
KEN,Kenya,2018,37.5,1,0.5,0.5,0,0,0,1,0,1,0.5,0,0,65,1,1,0,0.6,0,0.6,1,1,91.66666666666667,1,1,1,1,0,1,1,1,1,1,1,1,57.14285714285714,0,1,1,1,1,0,0,51393010,62.827380952380956
KGZ,Kyrgyz Republic,2018,87.5,0.5,1,1,1,1,1,0.5,0.5,1,1,1,1,46.25,1,0.5,0,1,0,0,0.6,0.6,91.66666666666667,1,1,1,1,0,1,1,1,1,1,1,1,71.42857142857143,1,1,1,1,1,0,0,6315800,74.21130952380953
KHM,Cambodia,2018,37.5,0.5,0,0.5,0,1,0,0,0,1,0.5,0,1,82.5,1,1,1,1,0,0.6,1,1,91.66666666666667,0,1,1,1,1,1,1,1,1,1,1,1,57.14285714285714,0,1,1,1,1,0,0,16249798,67.20238095238096
KIR,Kiribati,2018,16.666666666666664,0.5,0,0.5,0,0,0,0.5,0,0,0.5,0,0,28.749999999999996,1,1,0,0,0,0,0.3,0,75,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,115847,30.104166666666664
KNA,St. Kitts and Nevis,2018,29.166666666666668,0.5,0,0.5,0,0,0,0,0,1,0.5,1,0,28.749999999999996,1,1,0,0,0,0,0,0.3,50,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,52441,26.979166666666664
KOR,"Korea, Rep.",2018,70.83333333333334,1,0.5,1,0.5,1,0,0,0.5,1,1,1,1,100,1,1,1,1,1,1,1,1,83.33333333333333,0,1,1,1,0,1,1,1,1,1,1,1,85.71428571428571,1,1,1,1,1,0,1,51635256,84.9702380952381
KWT,Kuwait,2018,37.5,0.5,0.5,0.5,0,0,0,0.5,0,1,0.5,1,0,46.25,1,0.5,0,0.6,0,0.6,0,1,91.66666666666667,0,1,1,1,1,1,1,1,1,1,1,1,42.857142857142854,0,1,0,1,0,0,1,4137309,54.56845238095239
LAO,Lao PDR,2018,20.833333333333336,1,0.5,0,0.5,0,0,0,0,0,0.5,0,0,71.25,1,1,0.5,0.6,0,1,0.6,1,91.66666666666667,0,1,1,1,1,1,1,1,1,1,1,1,71.42857142857143,1,1,1,1,0,0,1,7061507,63.79464285714286
LBN,Lebanon,2018,29.166666666666668,1,0.5,0,0,0,0,0,0.5,0,0.5,1,0,43.75,1,1,0,0.3,0,0.3,0.3,0.6,66.66666666666667,0,1,1,0,0,1,0,1,1,1,1,1,42.857142857142854,0,1,0,1,1,0,0,6848925,45.61011904761905
LBR,Liberia,2018,29.166666666666668,0.5,0,0.5,0,1,0,0.5,0.5,0,0.5,0,0,68.75,1,1,1,1,0,0.6,0.3,0.6,100,1,1,1,1,1,1,1,1,1,1,1,1,28.57142857142857,0,0,1,1,0,0,0,4818977,56.62202380952381
LBY,Libya,2018,20.833333333333336,0.5,0,0.5,0,1,0,0,0,0,0.5,0,0,18.75,1,0.5,0,0,0,0,0,0,41.666666666666664,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,6678567,20.3125
LCA,St. Lucia,2018,33.33333333333333,0.5,0,0.5,0.5,0,0,0,0,1,0.5,1,0,48.75,1,1,0,0.3,0,1,0.3,0.3,83.33333333333333,1,1,1,1,0,1,1,1,1,1,1,0,42.857142857142854,0,1,0,1,1,0,0,181889,52.06845238095238
LKA,Sri Lanka,2018,54.166666666666664,1,0.5,1,0,1,0,0,0,1,1,1,0,68.75,1,1,0.5,1,0,1,0,1,100,1,1,1,1,1,1,1,1,1,1,1,1,85.71428571428571,1,1,1,1,1,0,1,21670000,77.15773809523809
LSO,Lesotho,2018,37.5,0.5,0.5,0.5,0,1,0,0,0.5,1,0.5,0,0,78.75,1,1,0,1,1,0.3,1,1,83.33333333333333,1,1,1,1,0,1,0,1,1,1,1,1,71.42857142857143,0,1,1,1,1,0,1,2108132,67.75297619047619
LTU,Lithuania,2018,100,1,1,1,1,1,1,1,1,1,1,1,1,100,1,1,1,1,1,1,1,1,83.33333333333333,0,1,1,1,0,1,1,1,1,1,1,1,100,1,1,1,1,1,1,1,2789533,95.83333333333333
LUX,Luxembourg,2018,83.33333333333334,1,1,1,1,1,0,1,1,1,1,1,0,100,1,1,1,1,1,1,1,1,83.33333333333333,0,1,1,1,0,1,1,1,1,1,1,1,85.71428571428571,1,1,1,1,1,1,0,607728,88.0952380952381
LVA,Latvia,2018,91.66666666666666,1,1,1,1,1,1,1,0,1,1,1,1,100,1,1,1,1,1,1,1,1,83.33333333333333,0,1,1,1,0,1,1,1,1,1,1,1,85.71428571428571,1,1,1,1,1,0,1,1926542,90.17857142857143
MAR,Morocco,2018,45.83333333333333,1,0,0.5,0,1,1,0,0,1,1,0,0,50,1,1,0.5,0.6,0,0,0.3,0.6,83.33333333333333,0,1,1,1,0,1,1,1,1,1,1,1,57.14285714285714,0,1,1,1,1,0,0,36029138,59.07738095238095
MDA,Moldova,2018,87.5,0.5,1,1,1,1,1,0.5,0.5,1,1,1,1,52.5,1,1,0,1,0,0.3,0.3,0.6,83.33333333333333,1,1,1,1,0,1,1,1,1,1,1,0,100,1,1,1,1,1,1,1,3545883,80.83333333333333
MDG,Madagascar,2018,29.166666666666668,0,0,0,0.5,1,0,0,0.5,1,0.5,0,0,26.25,0,0,0,0.6,0,0.3,0.6,0.6,83.33333333333333,0,1,1,1,0,1,1,1,1,1,1,1,42.857142857142854,0,1,1,1,0,0,0,26262368,45.401785714285715
MDV,Maldives,2018,45.83333333333333,0.5,0.5,0,0.5,1,0,0.5,0,1,0.5,1,0,48.75,1,1,0,1,0,0,0.6,0.3,91.66666666666667,1,1,1,1,1,1,1,1,0,1,1,1,28.57142857142857,0,0,1,1,0,0,0,515696,53.70535714285714
MEX,Mexico,2018,79.16666666666666,1,0.5,1,0.5,1,1,0.5,0,1,1,1,1,85,1,0.5,1,1,1,1,0.3,1,100,1,1,1,1,1,1,1,1,1,1,1,1,100,1,1,1,1,1,1,1,126190788,91.04166666666666
MHL,Marshall Islands,2018,8.333333333333332,0.5,0,0,0,0,0,0,0,0,0.5,0,0,25,1,1,0,0,0,0,0,0,66.66666666666667,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,58413,25
MLI,Mali,2018,29.166666666666668,0.5,0,0.5,0,1,0,0,0,1,0.5,0,0,70,1,1,0,1,1,0,1,0.6,83.33333333333333,0,1,1,1,1,1,1,0,1,1,1,1,71.42857142857143,1,1,1,1,1,0,0,19077690,63.48214285714286
MLT,Malta,2018,79.16666666666666,1,1,1,0.5,1,0,1,1,1,1,1,0,100,1,1,1,1,1,1,1,1,83.33333333333333,0,1,1,1,0,1,1,1,1,1,1,1,100,1,1,1,1,1,1,1,483530,90.625
MMR,Myanmar,2018,33.33333333333333,0,0.5,0,0.5,0,0,0.5,1,1,0.5,0,0,70,1,1,0,1,0,0.6,1,1,91.66666666666667,1,1,1,0,1,1,1,1,1,1,1,1,57.14285714285714,0,1,1,1,1,0,0,53708395,63.035714285714285
MNE,Montenegro,2018,50,1,1,1,0.5,1,0,0,0,0,0.5,1,0,61.25000000000001,1,1,0,1,0,1,0.3,0.6,91.66666666666667,1,1,1,1,0,1,1,1,1,1,1,1,71.42857142857143,1,1,0,1,1,1,0,622345,68.58630952380953
MNG,Mongolia,2018,66.66666666666666,1,0.5,0.5,0.5,1,1,0.5,0,1,1,1,0,65,1,1,0,1,0,1,0.6,0.6,91.66666666666667,1,1,1,1,0,1,1,1,1,1,1,1,71.42857142857143,1,1,1,1,0,1,0,3170208,73.69047619047619
