Country Name,3 digit country code,Date,"Dimension 1: Methodology, Standards & Classifications (MSC)",Dimension 1: System of National Accounts in use,Dimension 1: National Accounts base year ,Dimension 1: Classification of national industry,Dimension 1: CPI base year,Dimension 1: Classification of household consumption,Dimension 1: Classification of status of employment,Dimension 1: Central government accounting status,Dimension 1: Compilation of government finance statistics,Dimension 1: Compilation of monetary and financial statistics,Dimension 1: SDDS/e-GDDS subscription,Dimension 1: CRVS,Dimension 1: Business process,Dimension 2: Censuses and Surveys (CS),Dimension 2: Population & Housing census,Dimension 2: Agriculture census,Dimension 2: Business/establishment census,Dimension 2: Household Survey on income/consumption/expenditure/budget/Integrated Survey ,Dimension 2: Agriculture survey,Dimension 2: Labor Force Survey,Dimension 2: Health/Demographic survey,Dimension 2: Business/establishment survey,Dimension 3: Availability of Key Indicators (AKI),Dimension 3: Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),Dimension 3: Food Insecurity Experience Scale,"Dimension 3: Mortality rate, under-5 (per 1,000 live births)",Dimension 3: Pupils below minimum reading proficiency at end of primary (%). Low GAML threshold,Dimension 3: Maternal Mortality,Dimension 3: People using safely managed drinking water services (% of population),Dimension 3: Access to electricity (% of population),"Dimension 3: Unemployment, total (% of total labor force) (national estimate)","Dimension 3: Manufacturing, value added (% of GDP)","Dimension 3: Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",Dimension 3: Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,Dimension 3: Renewable energy consumption (% of total final energy consumption),Dimension 3: Households and NPISHs Final consumption expenditure (current LCU),Dimension 3: Quarterly GDP,"Dimension 3: Debt service (PPG and IMF only, % of exports of goods, services and primary income)",Dimension 4: Dissemination Practices & Openness (DPO),Dimension 4: NSO has an Advance Release Calendar and it is published ,Dimension 4: NSO has a listing of surveys and microdata sets (or NADA),Dimension 4: NSO has a data portal,Dimension 4: Timeseries indicators are available for download in reusable format for free,"Dimension 4: Metadata is available providing definition, methodology, standards or classifications for existing data series",Dimension 4: NSO has conducted a user satisfaction survey,Dimension 4: Geospatial data available on relevant agency website,SPI Overall Score,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bangladesh,BGD,2019,25,0.5,0,1,0,0,0,0,0,1,0.5,0,0,37.5,1,0,0,0,0,1,1,0,46.6666666666667,0,1,1,0,0,1,1,0,1,0,0,0,1,0,1,71.4285714285714,0,1,1,1,0,1,1,45.1488095238095,BD,Dhaka,90.4113,23.7055,SAS,8S,South Asia,SAS,8S,South Asia,LMC,XN,Lower middle income,IDX,XI,IDA,Bangladesh,1,1,0,0,1,1,163046000
Bulgaria,BGR,2019,91.6666666666667,1,1,1,1,1,1,1,1,1,1,1,0,62.5,1,1,0,1,1,1,0,0,63.3333333333333,1,1,1,0,0.5,1,0,1,1,0,0,0,1,1,1,85.7142857142857,1,1,1,1,1,1,0,75.8035714285714,BG,Sofia,23.3238,42.7105,ECS,Z7,Europe & Central Asia,ECA,7E,Europe & Central Asia (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Bulgaria,1,1,0,1,1,1,6972000
Bosnia and Herzegovina,BIH,2019,62.5,0.5,1,1,0,1,0,1,0.5,1,0.5,1,0,25,1,0,0,0,0,1,0,0,56.6666666666667,0,1,1,0,0.5,1,0,1,1,0,0,0,1,1,1,85.7142857142857,1,1,1,1,1,1,0,57.4702380952381,BA,Sarajevo,18.4214,43.8607,ECS,Z7,Europe & Central Asia,ECA,7E,Europe & Central Asia (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Bosnia and Herzegovina,1,1,0,1,1,1,3301000
Belarus,BLR,2019,87.5,1,1,1,1,1,0,0.5,1,1,1,1,1,25,1,0,0,1,0,0,0,0,56.6666666666667,1,0,1,0,0.5,1,0,1,1,0,0,0,1,1,1,85.7142857142857,1,1,1,1,1,1,0,63.7202380952381,BY,Minsk,27.5766,53.9678,ECS,Z7,Europe & Central Asia,ECA,7E,Europe & Central Asia (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Belarus,1,1,0,1,1,1,9478000
Belize,BLZ,2019,29.1666666666667,0.5,0,0.5,0,1,0,0,0,1,0.5,0,0,37.5,1,1,0,0,0,1,0,0,46.6666666666667,0,0,1,0,1,0,1,1,1,0,0,0,1,0,1,85.7142857142857,1,1,1,1,1,0,1,49.7619047619048,BZ,Belmopan,-88.7713,17.2534,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Belize,1,1,1,1,1,1,390000
Bolivia,BOL,2019,20.8333333333333,0.5,0,0.5,0,0,0,0,0,1,0.5,0,0,37.5,1,1,0,1,0,0,0,0,40,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,85.7142857142857,1,1,1,1,1,0,1,46.0119047619048,BO,La Paz,-66.1936,-13.9908,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),LMC,XN,Lower middle income,IBD,XF,IBRD,Bolivia,0,0,0,0,1,1,11513000
Brazil,BRA,2019,79.1666666666667,1,1,1,0.5,1,0,1,1,1,1,1,0,62.5,1,1,0,1,1,1,0,0,56.6666666666667,1,0,1,0,0.5,0,1,1,1,0,0,0,1,1,1,85.7142857142857,1,1,1,1,1,0,1,71.0119047619048,BR,Brasilia,-47.9292,-15.7801,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Brazil,1,1,1,0,1,1,211050000
Bhutan,BTN,2019,16.6666666666667,0.5,0,0,0,0,0,0,0,1,0.5,0,0,50,1,1,0,1,0,1,0,0,33.3333333333333,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,71.4285714285714,1,1,1,1,0,0,1,42.8571428571429,BT,Thimphu,89.6177,27.5768,SAS,8S,South Asia,SAS,8S,South Asia,LMC,XN,Lower middle income,IDX,XI,IDA,Bhutan,0,0,0,0,1,1,763000
Botswana,BWA,2019,37.5,0.5,0,1,0.5,1,0,0,0,1,0.5,0,0,25,1,1,0,0,0,0,0,0,36.6666666666667,0,1,0,0,0.5,0,0,0,1,0,0,0,1,1,1,85.7142857142857,1,1,1,1,1,0,1,46.2202380952381,BW,Gaborone,25.9201,-24.6544,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Botswana,0,0,1,0,1,1,2304000
Central African Republic,CAF,2019,20.8333333333333,0.5,0,0.5,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,13.3333333333333,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,14.2857142857143,0,0,1,0,0,0,0,12.1130952380952,CF,Bangui,21.6407,5.63056,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,Central African Republic,0,0,0,0,NA,NA,4745000
Chile,CHL,2019,79.1666666666667,1,1,0.5,0.5,1,0,1,0.5,1,1,1,1,50,1,0,0,1,0,1,0,1,56.6666666666667,0.5,1,0.5,0,0.5,1,1,1,1,0,0,0,1,1,0,100,1,1,1,1,1,1,1,71.4583333333333,CL,Santiago,-70.6475,-33.475,LCN,ZJ,Latin America & Caribbean ,NA,NA,NA,HIC,XD,High income,IBD,XF,IBRD,Chile,0,1,1,0,0,0,18952000
China,CHN,2019,62.5,1,0.5,1,1,1,0,0.5,0.5,1,1,0,0,37.5,1,1,0,1,0,0,0,0,53.3333333333333,1,1,1,0,0,0,0,1,1,0,0,0,1,1,1,71.4285714285714,1,0,1,1,1,0,1,56.1904761904762,CN,Beijing,116.286,40.0495,EAS,Z4,East Asia & Pacific,EAP,4E,East Asia & Pacific (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,China,1,1,0,0,NA,NA,1397295000
Cote d'Ivoire,CIV,2019,25,0.5,0.5,0.5,0,0,0,0,0,1,0.5,0,0,25,1,1,0,0,0,0,0,0,33.3333333333333,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,57.1428571428571,0,1,1,1,1,0,0,35.1190476190476,CI,Yamoussoukro,-4.0305,5.332,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,Cote d'Ivoire,0,0,0,0,1,1,25717000
Cameroon,CMR,2019,33.3333333333333,0.5,0,1,0,1,0,0,0,1,0.5,0,0,12.5,0,0,0,0,0,0,1,0,33.3333333333333,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,42.8571428571429,0,1,1,1,0,0,0,30.5059523809524,CM,Yaounde,11.5174,3.8721,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LMC,XN,Lower middle income,IDB,XH,Blend,Cameroon,0,0,0,0,1,1,25876000
"Congo, Dem. Rep.",COD,2019,20.8333333333333,0.5,0,0.5,0,0,0,0,0,1,0.5,0,0,12.5,0,0,0,0,0,0,1,0,20,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,14.2857142857143,0,0,1,0,0,0,0,16.9047619047619,CD,Kinshasa,15.3222,-4.325,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,NA,0,0,0,0,1,1,86791000
"Congo, Rep.",COG,2019,20.8333333333333,0,0,0,0,1,0,0,0,1,0.5,0,0,12.5,0,1,0,0,0,0,0,0,26.6666666666667,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,14.2857142857143,0,0,0,0,1,0,0,18.5714285714286,CG,Brazzaville,15.2662,-4.2767,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LMC,XN,Lower middle income,IDB,XH,Blend,NA,0,0,0,0,1,1,5381000
Colombia,COL,2019,54.1666666666667,1,0.5,1,0,0,0,1,0,1,1,0,1,62.5,1,1,0,1,0,1,0,1,60,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,100,1,1,1,1,1,1,1,69.1666666666667,CO,Bogota,-74.082,4.60987,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Colombia,0,0,1,1,1,1,50339000
Comoros,COM,2019,29.1666666666667,1,0,0,0,1,0,0,0,1,0.5,0,0,12.5,1,0,0,0,0,0,0,0,13.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,42.8571428571429,0,1,1,1,0,0,0,24.4642857142857,KM,Moroni,43.2418,-11.6986,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,Comoros,0,0,0,0,1,1,851000
Cabo Verde,CPV,2019,29.1666666666667,0.5,0,0,0,0,0,0.5,0,1,0.5,1,0,37.5,1,1,0,0,0,1,0,0,46.6666666666667,0,1,0,0,1,0,0,1,1,0,0,0,1,1,1,85.7142857142857,1,1,1,1,1,0,1,49.7619047619048,CV,Praia,-23.5087,14.9218,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LMC,XN,Lower middle income,IDB,XH,Blend,Cabo Verde,0,0,1,1,1,1,550000
Costa Rica,CRI,2019,75,1,1,1,0.5,1,0,1,0.5,1,1,1,0,62.5,1,1,0,1,0,1,0,1,70,1,1,0.5,0,1,1,1,1,1,0,0,0,1,1,1,100,1,1,1,1,1,1,1,76.875,CR,San Jose,-84.0089,9.63701,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Costa Rica,0,1,1,1,1,1,5048000
Djibouti,DJI,2019,25,0.5,0.5,0,0,0,0,0,0.5,1,0.5,0,0,25,1,0,0,1,0,0,0,0,26.6666666666667,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,28.5714285714286,0,1,0,1,0,0,0,26.3095238095238,DJ,Djibouti,43.1425,11.5806,MEA,ZQ,Middle East & North Africa,MNA,XQ,Middle East & North Africa (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,Djibouti,0,0,NA,NA,1,1,974000
Dominica,DMA,2019,41.6666666666667,0.5,0,0.5,0.5,1,0,0,0,1,0.5,1,0,12.5,1,0,0,0,0,0,0,0,13.3333333333333,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16.875,DM,Roseau,-61.39,15.2976,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IDB,XH,Blend,NA,0,0,NA,NA,1,1,72000
Dominican Republic,DOM,2019,54.1666666666667,1,1,1,0,1,0,1,0,1,0.5,0,0,37.5,1,0,0,1,0,1,0,0,50,1,0,0,0,0.5,0,1,1,1,0,0,0,1,1,1,57.1428571428571,0,1,1,1,0,0,1,49.7023809523809,DO,Santo Domingo,-69.8908,18.479,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Dominican Republic,0,0,1,0,1,1,10739000
Algeria,DZA,2019,37.5,0.5,1,0.5,0,1,0,0,0,1,0.5,0,0,12.5,0,0,1,0,0,0,0,0,30,0,0,0.5,0,0,0,0,1,1,0,0,0,1,0,1,57.1428571428571,1,1,1,1,0,0,0,34.2857142857143,DZ,Algiers,3.05097,36.7397,MEA,ZQ,Middle East & North Africa,MNA,XQ,Middle East & North Africa (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Algeria,0,1,0,0,1,1,43053000
Ecuador,ECU,2019,45.8333333333333,1,0,1,0,1,0,0,0.5,1,1,0,0,62.5,1,0,1,1,0,1,0,1,66.6666666666667,1,1,0.5,0,0.5,1,1,1,1,0,0,0,1,1,1,85.7142857142857,1,1,1,1,1,0,1,65.1785714285714,EC,Quito,-78.5243,-0.229498,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Ecuador,0,1,1,0,1,1,17374000
"Egypt, Arab Rep.",EGY,2019,66.6666666666667,0.5,0.5,1,0.5,1,0,0,0.5,1,1,1,1,50,1,1,0,1,0,1,0,0,40,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,85.7142857142857,1,1,1,1,1,0,1,60.5952380952381,EG,Cairo,31.2461,30.0982,MEA,ZQ,Middle East & North Africa,MNA,XQ,Middle East & North Africa (excluding high income),LMC,XN,Lower middle income,IBD,XF,IBRD,NA,0,0,1,1,1,1,100388000
Eritrea,ERI,2019,8.33333333333333,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.08333333333333,ER,Asmara,38.9183,15.3315,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,NA,0,0,0,0,0,0,NA
Ethiopia,ETH,2019,16.6666666666667,0.5,0.5,0,0,0,0,0,0.5,0,0.5,0,0,25,0,0,0,0,1,1,0,0,33.3333333333333,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,57.1428571428571,1,1,1,0,1,0,0,33.0357142857143,ET,Addis Ababa,38.7468,9.02274,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,Ethiopia,0,0,0,0,1,1,112079000
Fiji,FJI,2019,50,1,0.5,1,0,1,0,0,0,1,0.5,1,0,25,1,1,0,0,0,0,0,0,16.6666666666667,0,0,0.5,0,0,0,0,0,1,0,0,0,0,0,1,85.7142857142857,1,1,1,1,1,0,1,44.3452380952381,FJ,Suva,178.399,-18.1149,EAS,Z4,East Asia & Pacific,EAP,4E,East Asia & Pacific (excluding high income),UMC,XT,Upper middle income,IDB,XH,Blend,Fiji,0,1,0,0,1,1,890000
"Micronesia, Fed. Sts.",FSM,2019,16.6666666666667,0.5,0,0,0,1,0,0,0,0,0.5,0,0,25,1,1,0,0,0,0,0,0,6.66666666666667,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,42.8571428571429,0,0,0,1,1,0,1,22.797619047619,FM,Palikir,158.185,6.91771,EAS,Z4,East Asia & Pacific,EAP,4E,East Asia & Pacific (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,NA,0,0,NA,NA,0,0,114000
Gabon,GAB,2019,20.8333333333333,0.5,0,0.5,0,0,0,0,0,1,0.5,0,0,12.5,1,0,0,0,0,0,0,0,13.3333333333333,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,28.5714285714286,0,0,1,1,0,0,0,18.8095238095238,GA,Libreville,9.45162,0.38832,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Gabon,0,0,0,0,NA,NA,2173000
Georgia,GEO,2019,79.1666666666667,0.5,1,0.5,0.5,1,1,0.5,0.5,1,1,1,1,50,1,1,0,1,0,1,0,0,73.3333333333333,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,85.7142857142857,1,1,1,1,1,0,1,72.0535714285714,GE,Tbilisi,44.793,41.71,ECS,Z7,Europe & Central Asia,ECA,7E,Europe & Central Asia (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Georgia,1,1,1,1,1,1,3718000
Ghana,GHA,2019,45.8333333333333,1,0.5,1,0,1,0,0.5,0,1,0.5,0,0,50,1,1,0,1,0,0,1,0,43.3333333333333,0,1,0.5,0,0,1,1,0,1,0,0,0,1,0,1,85.7142857142857,1,1,1,1,0,1,1,56.2202380952381,GH,Accra,-0.20795,5.57045,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,Ghana,1,0,0,0,1,1,30418000
Guinea,GIN,2019,16.6666666666667,1,0.5,0,0,0,0,0,0,0,0.5,0,0,25,1,0,0,0,0,0,1,0,33.3333333333333,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,71.4285714285714,0,1,1,1,1,0,1,36.6071428571429,GN,Conakry,-13.7,9.51667,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,Guinea,0,0,0,0,1,1,12771000
"Gambia, The",GMB,2019,33.3333333333333,1,0.5,0.5,0,0,0,0.5,0,1,0.5,0,0,37.5,1,1,0,0,0,0,1,0,26.6666666666667,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,24.375,GM,Banjul,-16.5885,13.4495,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,"Gambia, The",0,0,0,0,1,1,2348000
Guinea-Bissau,GNB,2019,20.8333333333333,0.5,0,0,0.5,0,0,0,0,1,0.5,0,0,25,1,0,0,0,0,0,1,0,26.6666666666667,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,14.2857142857143,0,0,1,0,0,0,0,21.6964285714286,GW,Bissau,-15.1804,11.8037,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,Guinea-Bissau,0,0,0,0,1,1,1921000
Equatorial Guinea,GNQ,2019,25,0.5,0,0,0,1,0,0,0,1,0.5,0,0,25,1,1,0,0,0,0,0,0,13.3333333333333,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,42.8571428571429,0,1,1,1,0,0,0,26.547619047619,GQ,Malabo,8.7741,3.7523,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,NA,0,0,0,0,0,0,1356000
Grenada,GRD,2019,33.3333333333333,0.5,0,0.5,0.5,0,0,0,0,1,0.5,1,0,25,1,1,0,0,0,0,0,0,30,0,0,0.5,0,1,1,0,0,1,0,0,0,0,0,1,42.8571428571429,1,0,0,1,1,0,0,32.797619047619,GD,Saint George's,-61.7449,12.0653,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IDB,XH,Blend,NA,0,1,1,1,1,1,112000
Guatemala,GTM,2019,41.6666666666667,0.5,1,0.5,0.5,0,0,0,0,1,0.5,1,0,37.5,1,0,0,0,1,1,0,0,60,0,1,0,0,1,1,1,1,1,0,0,0,1,1,1,57.1428571428571,0,1,1,1,1,0,0,49.077380952381,GT,Guatemala City,-90.5328,14.6248,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Guatemala,0,0,1,1,1,1,17581000
Guyana,GUY,2019,25,0.5,0,1,0,0,0,0,0,1,0.5,0,0,12.5,1,0,0,0,0,0,0,0,30,0,0,0,0,0.5,0,1,0,1,0,0,0,1,0,1,42.8571428571429,0,1,0,1,1,0,0,27.5892857142857,GY,Georgetown,-58.1548,6.80461,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IDX,XI,IDA,Guyana,0,0,0,1,1,1,783000
Honduras,HND,2019,37.5,0.5,0,0.5,0,1,0,1,0,1,0.5,0,0,37.5,1,0,0,1,0,1,0,0,46.6666666666667,1,1,0,0,0,0,1,1,1,0,0,0,1,0,1,71.4285714285714,0,1,1,1,1,1,0,48.2738095238095,HN,Tegucigalpa,-87.4667,15.1333,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,Honduras,0,0,0,0,1,1,9746000
Croatia,HRV,2019,91.6666666666667,1,1,1,0.5,1,1,1,0.5,1,1,1,1,62.5,1,1,0,1,1,1,0,0,60,1,1,1,0,1,1,0,1,1,0,0,0,1,1,0,85.7142857142857,1,0,1,1,1,1,1,74.9702380952381,HR,Zagreb,15.9614,45.8069,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,IBD,XF,IBRD,Croatia,1,1,1,1,0,0,4062000
Haiti,HTI,2019,20.8333333333333,0,0,0,0,1,0,0,0,1,0.5,0,0,25,0,1,0,1,0,0,0,0,20,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,28.5714285714286,0,0,0,1,1,0,0,23.6011904761905,HT,Port-au-Prince,-72.3288,18.5392,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),LIC,XM,Low income,IDX,XI,IDA,Haiti,0,0,0,0,1,1,11263000
Indonesia,IDN,2019,54.1666666666667,1,0.5,1,0.5,0,0,0.5,1,1,1,0,0,62.5,1,1,0,1,0,1,0,1,53.3333333333333,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,100,1,1,1,1,1,1,1,67.5,ID,Jakarta,106.83,-6.19752,EAS,Z4,East Asia & Pacific,EAP,4E,East Asia & Pacific (excluding high income),LMC,XN,Lower middle income,IBD,XF,IBRD,Indonesia,0,0,0,0,1,1,270626000
India,IND,2019,54.1666666666667,1,0.5,0.5,0.5,1,0,0,1,1,1,0,0,62.5,1,1,1,1,0,0,0,1,40,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,85.7142857142857,1,1,1,1,1,0,1,60.5952380952381,IN,New Delhi,77.225,28.6353,SAS,8S,South Asia,SAS,8S,South Asia,LMC,XN,Lower middle income,IBD,XF,IBRD,India,1,1,0,0,1,1,1366418000
"Iran, Islamic Rep.",IRN,2019,41.6666666666667,0.5,0.5,0.5,0.5,1,0,0.5,0,0,0.5,1,0,50,1,1,0,1,0,1,0,0,46.6666666666667,0,0,0,0,1,1,0,1,1,0,0,0,1,1,1,42.8571428571429,0,1,0,1,1,0,0,45.2976190476191,IR,Tehran,51.4447,35.6878,MEA,ZQ,Middle East & North Africa,MNA,XQ,Middle East & North Africa (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,NA,0,0,1,1,1,1,82914000
Iraq,IRQ,2019,33.3333333333333,0,0,0.5,0.5,1,0,0,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,0,33.3333333333333,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,42.8571428571429,0,0,1,1,1,0,0,27.3809523809524,IQ,Baghdad,44.394,33.3302,MEA,ZQ,Middle East & North Africa,MNA,XQ,Middle East & North Africa (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Iraq,0,0,0,0,0,0,39310000
Jamaica,JAM,2019,29.1666666666667,0.5,0,0.5,0,1,0,0,0,1,0.5,0,0,25,1,0,0,1,0,0,0,0,46.6666666666667,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,85.7142857142857,1,1,1,1,1,0,1,46.6369047619048,JM,Kingston,-76.792,17.9927,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Jamaica,0,0,1,1,1,1,2948000
Jordan,JOR,2019,33.3333333333333,0,0.5,1,0,0,0,0,0.5,1,1,0,0,50,1,1,0,0,0,1,1,0,33.3333333333333,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,100,1,1,1,1,1,1,1,54.1666666666667,JO,Amman,35.9263,31.9497,MEA,ZQ,Middle East & North Africa,MNA,XQ,Middle East & North Africa (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Jordan,0,0,0,0,1,1,10102000
Kazakhstan,KAZ,2019,66.6666666666667,0.5,1,1,1,1,0,0.5,0,1,1,0,1,37.5,1,0,0,1,0,1,0,0,73.3333333333333,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,71.4285714285714,1,1,1,1,1,0,0,62.2321428571429,KZ,Astana,71.4382,51.1879,ECS,Z7,Europe & Central Asia,ECA,7E,Europe & Central Asia (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Kazakhstan,1,1,1,1,1,1,18493000
Kenya,KEN,2019,41.6666666666667,1,0.5,0.5,0,0,0,1,0.5,1,0.5,0,0,25,1,0,1,0,0,0,0,0,33.3333333333333,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,71.4285714285714,1,1,1,1,1,0,0,42.8571428571429,KE,Nairobi,36.8126,-1.27975,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LMC,XN,Lower middle income,IDB,XH,Blend,Kenya,0,0,0,0,1,1,52574000
Kyrgyz Republic,KGZ,2019,87.5,0.5,1,1,1,1,1,0.5,0.5,1,1,1,1,37.5,1,0,0,1,0,0,1,0,66.6666666666667,1,1,1,0,1,1,0,1,1,0,0,0,1,1,1,71.4285714285714,1,1,1,1,1,0,0,65.7738095238095,KG,Bishkek,74.6057,42.8851,ECS,Z7,Europe & Central Asia,ECA,7E,Europe & Central Asia (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,Kyrgyz Republic,1,1,1,1,1,1,6435000
