country,iso3c,date,SPI.D1.MSC,SPI.D1.1.SNAU,SPI.D1.2.NABY,SPI.D1.3.CNIN,SPI.D1.4.CPIBY,SPI.D1.5.HOUS,SPI.D1.6.EMPL,SPI.D1.7.CGOV,SPI.D1.8.FINA,SPI.D1.9.MONY,SPI.D1.10.IDDS,SPI.D1.11.CRVS,SPI.D1.12.GSBP,SPI.D2.CS,SPI.D2.1.POPU,SPI.D2.2.AGRI,SPI.D2.3.BIZZ,SPI.D2.4.HOUS,SPI.D2.5.AGRI,SPI.D2.6.LABR,SPI.D2.7.HLTH,SPI.D2.8.BIZZ,SPI.D3.AKI,SPI.D3.POV,SPI.D3.FIES,SPI.D3.CHLD.MORT,SPI.D3.SE.LPV.PRIM.BMP,SPI.D3.MMRT,SPI.D3.SH.H2O.SMDW.ZS,SPI.D3.ELEC,SPI.D3.SL.UEM.TOTL.NE.ZS,SPI.D3.NV.IND.MANF.ZS,SPI.D3.SI.SPR.PC40.ZG,SPI.D3.ER.H2O.FWST.ZS,SPI.D3.EG.FEC.RNEW.ZS,SPI.D3.NE.CON.PRVT.CN,SPI.D3.QUART.GDP,SPI.D3.DT.TDS.DPPF.XP.ZS,SPI.D4.DPO,SPI.D4.1.CALD,SPI.D4.2.NADA,SPI.D4.3.PORT,SPI.D4.4.TIME,SPI.D4.5.META,SPI.D4.6.USER,SPI.D4.7.GEOS,SPI.OVRL.SCR,iso2c,capital,long,lat,regionID,region_iso2c,region,adminID,admin_iso2c,admin,incomeID,income_iso2c,income,lendingID,lending_iso2c,lending,countryname,SPI.FREQ.D3.CHLD.MORT,SPI.QUAL.D3.CHLD.MORT,SPI.FREQ.D3.MMRT,SPI.QUAL.D3.MMRT,SPI.FREQ.D3.DT.TDS.DPPF.XP.ZS,SPI.QUAL.D3.DT.TDS.DPPF.XP.ZS,population
Senegal,SEN,2018,41.6666666666667,0.5,0,0.5,0.5,1,0,0,0.5,1,1,0,0,37.5,1,1,0,0,1,0,0,0,36.6666666666667,0,0,0.5,0,0,0,1,0,1,0,0,1,1,0,1,85.7142857142857,1,1,1,1,1,0,1,50.3869047619048,SN,Dakar,-17.4734,14.7247,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,Senegal,1,0,0,0,1,1,15854360
Singapore,SGP,2018,62.5,1,0.5,1,0.5,1,0,0.5,1,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,0,1,1,0,1,1,0,1,1,0,0,1,1,1,0,85.7142857142857,1,1,1,1,1,0,1,NA,SG,Singapore,103.85,1.28941,EAS,Z4,East Asia & Pacific,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,NA,1,1,1,1,0,0,5638676
Solomon Islands,SLB,2018,20.8333333333333,0.5,0,0.5,0,0,0,0,0,1,0.5,0,0,12.5,1,0,0,0,0,0,0,0,20,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,42.8571428571429,0,1,0,1,0,0,1,24.047619047619,SB,Honiara,159.949,-9.42676,EAS,Z4,East Asia & Pacific,EAP,4E,East Asia & Pacific (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,Solomon Islands,0,0,0,0,1,1,652858
Sierra Leone,SLE,2018,20.8333333333333,0.5,0,0.5,0,0,0,0,0,1,0.5,0,0,25,1,0,0,0,0,0,1,0,46.6666666666667,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,14.2857142857143,0,1,0,0,0,0,0,26.6964285714286,SL,Freetown,-13.2134,8.4821,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,Sierra Leone,0,0,0,0,1,1,7650154
El Salvador,SLV,2018,58.3333333333333,1,0,1,0,1,0,1,0,1,1,1,0,25,0,1,0,1,0,0,0,0,60,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,28.5714285714286,0,1,0,0,1,0,0,42.9761904761905,SV,San Salvador,-89.2073,13.7034,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),LMC,XN,Lower middle income,IBD,XF,IBRD,El Salvador,0,0,0,0,1,1,6420744
San Marino,SMR,2018,58.3333333333333,0.5,0,0.5,1,0,1,1,0.5,1,0.5,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.3333333333333,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,42.8571428571429,0,1,0,1,1,0,0,NA,SM,San Marino,12.4486,43.9322,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,NA,0,0,NA,NA,0,0,33785
Somalia,SOM,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3333333333333,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,14.2857142857143,0,1,0,0,0,0,0,6.90476190476191,SO,Mogadishu,45.3254,2.07515,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,NA,0,0,NA,NA,0,0,15008154
Serbia,SRB,2018,79.1666666666667,1,1,1,0.5,1,1,0.5,0,1,0.5,1,1,50,1,1,0,1,0,1,0,0,80,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,85.7142857142857,1,1,1,1,1,1,0,73.7202380952381,RS,Belgrade,20.4656,44.8024,ECS,Z7,Europe & Central Asia,ECA,7E,Europe & Central Asia (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Serbia,1,1,1,1,1,1,6982604
South Sudan,SSD,2018,25,1,0.5,0,0.5,0,0,0,0,1,0,0,0,12.5,1,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,14.375,SS,Juba,31.6,4.85,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,South Sudan,0,0,0,0,0,0,10975920
Sao Tome and Principe,STP,2018,41.6666666666667,0.5,0.5,0.5,0,1,0,0,0,1,0.5,1,0,12.5,1,0,0,0,0,0,0,0,26.6666666666667,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,57.1428571428571,0,1,1,1,1,0,0,34.4940476190476,ST,Sao Tome,6.6071,0.20618,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,Sao Tome and Principe,0,0,0,0,1,1,211028
Suriname,SUR,2018,45.8333333333333,0.5,0,0.5,0.5,1,0,0,0.5,1,0.5,1,0,25,1,1,0,0,0,0,0,0,30,0,0,0,0,0.5,0,1,1,1,0,0,1,0,0,0,42.8571428571429,0,1,0,1,1,0,0,35.922619047619,SR,Paramaribo,-55.1679,5.8232,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Suriname,0,0,1,0,0,0,575991
Slovak Republic,SVK,2018,100,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.6666666666667,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,85.7142857142857,1,1,1,1,1,1,0,NA,SK,Bratislava,17.1073,48.1484,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,Slovak Republic,1,1,1,1,0,0,5446771
Slovenia,SVN,2018,83.3333333333333,1,1,1,1,1,0,1,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.6666666666667,1,0,0.5,0,1,1,0,1,1,0,0,1,1,1,0,100,1,1,1,1,1,1,1,NA,SI,Ljubljana,14.5044,46.0546,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,Slovenia,0,1,1,1,0,0,2073894
Sweden,SWE,2018,91.6666666666667,1,1,1,1,1,0,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.6666666666667,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,71.4285714285714,1,1,1,1,1,0,0,NA,SE,Stockholm,18.0645,59.3327,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,Sweden,1,1,1,1,0,0,10175214
Eswatini,SWZ,2018,37.5,1,0.5,1,0,0,0,0,0.5,1,0.5,0,0,25,1,1,0,0,0,0,0,0,33.3333333333333,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,14.2857142857143,0,1,0,0,0,0,0,27.5297619047619,SZ,Mbabane,31.4659,-26.5225,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LMC,XN,Lower middle income,IBD,XF,IBRD,Eswatini,0,0,0,0,1,1,1136191
Seychelles,SYC,2018,58.3333333333333,0.5,0,1,0.5,1,0,0.5,0.5,1,1,1,0,25,1,1,0,0,0,0,0,0,43.3333333333333,0,1,0.5,0,0,0,0,1,1,0,0,1,1,1,0,42.8571428571429,1,0,0,1,1,0,0,42.3809523809524,SC,Victoria,55.4466,-4.6309,SSF,ZG,Sub-Saharan Africa ,NA,NA,NA,HIC,XD,High income,IBD,XF,IBRD,Seychelles,0,1,0,0,0,0,96762
Syrian Arab Republic,SYR,2018,25,0,0,0.5,0,1,0,0,0,1,0.5,0,0,12.5,0,0,0,0,0,1,0,0,6.66666666666667,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11.0416666666667,SY,Damascus,36.3119,33.5146,MEA,ZQ,Middle East & North Africa,MNA,XQ,Middle East & North Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,Syrian Arab Republic,0,0,0,0,0,0,16906283
Chad,TCD,2018,16.6666666666667,0.5,0,0,0,0,0,0,0,1,0.5,0,0,12.5,1,0,0,0,0,0,0,0,26.6666666666667,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,14.2857142857143,0,0,1,0,0,0,0,17.5297619047619,TD,N'Djamena,15.0445,12.1048,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,Chad,0,0,0,0,0,0,15477751
Togo,TGO,2018,37.5,0.5,0,1,0.5,1,0,0,0,1,0.5,0,0,50,1,1,1,0,0,0,1,0,46.6666666666667,0,1,0,0,0,0,1,1,1,0,0,1,1,0,1,42.8571428571429,0,1,1,1,0,0,0,44.2559523809524,TG,Lome,1.2255,6.1228,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,Togo,0,0,0,0,1,1,7889094
Thailand,THA,2018,66.6666666666667,1,0,1,0,1,1,1,1,1,1,0,0,62.5,1,1,1,1,0,1,0,0,66.6666666666667,1,0,1,0,1,0,1,1,1,0,0,1,1,1,1,85.7142857142857,1,1,1,1,1,0,1,70.3869047619048,TH,Bangkok,100.521,13.7308,EAS,Z4,East Asia & Pacific,EAP,4E,East Asia & Pacific (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Thailand,1,1,1,1,1,1,69428524
Tajikistan,TJK,2018,45.8333333333333,0.5,1,0,1,1,0,0,0.5,1,0.5,0,0,37.5,1,1,0,1,0,0,0,0,50,0,1,0,0,0.5,1,1,0,1,0,0,1,1,0,1,28.5714285714286,0,0,0,1,1,0,0,40.4761904761905,TJ,Dushanbe,68.7864,38.5878,ECS,Z7,Europe & Central Asia,ECA,7E,Europe & Central Asia (excluding high income),LIC,XM,Low income,IDX,XI,IDA,Tajikistan,0,0,0,1,1,1,9100837
Turkmenistan,TKM,2018,4.16666666666667,0.5,0,0,0,0,0,0,0,0,0,0,0,12.5,1,0,0,0,0,0,0,0,26.6666666666667,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,14.2857142857143,0,0,0,0,1,0,0,14.4047619047619,TM,Ashgabat,58.3794,37.9509,ECS,Z7,Europe & Central Asia,ECA,7E,Europe & Central Asia (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Turkmenistan,0,0,1,1,0,0,5850908
Timor-Leste,TLS,2018,50,1,0.5,1,0.5,1,0,0.5,0,1,0.5,0,0,50,1,0,0,1,0,1,0,1,33.3333333333333,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,71.4285714285714,0,1,1,1,1,0,1,51.1904761904762,TL,Dili,125.567,-8.56667,EAS,Z4,East Asia & Pacific,EAP,4E,East Asia & Pacific (excluding high income),LMC,XN,Lower middle income,IDB,XH,Blend,Timor-Leste,0,0,0,0,NA,NA,1267972
Tonga,TON,2018,33.3333333333333,0.5,0.5,0,0.5,0,0,1,0,1,0.5,0,0,25,1,1,0,0,0,0,0,0,26.6666666666667,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,42.8571428571429,0,1,0,1,0,0,1,31.9642857142857,TO,Nuku'alofa,-175.216,-21.136,EAS,Z4,East Asia & Pacific,EAP,4E,East Asia & Pacific (excluding high income),UMC,XT,Upper middle income,IDX,XI,IDA,Tonga,0,0,NA,NA,NA,NA,103197
Trinidad and Tobago,TTO,2018,41.6666666666667,0.5,0.5,0.5,0,1,0,0,0,1,0.5,1,0,12.5,1,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,28.5714285714286,0,1,0,0,1,0,0,25.6845238095238,TT,Port-of-Spain,-61.4789,10.6596,LCN,ZJ,Latin America & Caribbean ,NA,NA,NA,HIC,XD,High income,IBD,XF,IBRD,Trinidad and Tobago,0,0,0,0,0,0,1389858
Tunisia,TUN,2018,33.3333333333333,0.5,0.5,1,0,0,0,0,0,1,1,0,0,25,1,0,0,0,0,1,0,0,53.3333333333333,0,0,1,0,0,1,1,1,1,0,0,1,1,0,1,85.7142857142857,1,1,1,1,1,0,1,49.3452380952381,TN,Tunis,10.21,36.7899,MEA,ZQ,Middle East & North Africa,MNA,XQ,Middle East & North Africa (excluding high income),LMC,XN,Lower middle income,IBD,XF,IBRD,Tunisia,1,1,0,0,1,1,11565204
Turkey,TUR,2018,100,1,1,1,1,1,1,1,1,1,1,1,1,50,1,0,0,1,0,1,1,0,56.6666666666667,1,0,1,0,0.5,0,0,1,1,0,0,1,1,1,1,85.7142857142857,1,1,1,1,1,1,0,73.0952380952381,TR,Ankara,32.3606,39.7153,ECS,Z7,Europe & Central Asia,ECA,7E,Europe & Central Asia (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Turkey,1,1,1,0,1,1,82319724
Tuvalu,TUV,2018,8.33333333333333,0,0,0,0.5,0,0,0,0,0,0.5,0,0,12.5,1,0,0,0,0,0,0,0,6.66666666666667,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,28.5714285714286,0,1,0,0,0,0,1,14.0178571428571,TV,Funafuti,179.089567,-8.6314877,EAS,Z4,East Asia & Pacific,EAP,4E,East Asia & Pacific (excluding high income),UMC,XT,Upper middle income,IDX,XI,IDA,Tuvalu,0,0,NA,NA,0,0,11508
Tanzania,TZA,2018,37.5,0.5,0,0.5,0,1,1,0,0,1,0.5,0,0,25,1,0,0,1,0,0,0,0,33.3333333333333,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,71.4285714285714,0,1,1,1,1,0,1,41.8154761904762,TZ,Dodoma,35.7382,-6.17486,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,Tanzania,0,0,0,0,NA,NA,56318348
Uganda,UGA,2018,54.1666666666667,1,0.5,0,0,1,1,1,0.5,1,0.5,0,0,50,1,1,0,1,0,1,0,0,40,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,71.4285714285714,0,1,1,1,1,0,1,53.8988095238095,UG,Kampala,32.5729,0.314269,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,Uganda,0,0,0,0,1,1,42723139
Ukraine,UKR,2018,87.5,1,1,1,1,1,1,0.5,0,1,1,1,1,37.5,0,0,0,1,0,1,0,1,66.6666666666667,1,0,1,0,1,1,0,1,1,0,0,1,1,1,1,42.8571428571429,1,0,0,1,1,0,0,58.6309523809524,UA,Kiev,30.5038,50.4536,ECS,Z7,Europe & Central Asia,ECA,7E,Europe & Central Asia (excluding high income),LMC,XN,Lower middle income,IBD,XF,IBRD,Ukraine,1,1,1,1,1,1,44622516
Uruguay,URY,2018,37.5,0.5,0,0.5,0,0,0,0.5,0,1,1,1,0,62.5,1,1,1,1,0,1,0,0,63.3333333333333,1,1,1,0,0.5,0,1,1,1,0,0,1,1,1,0,71.4285714285714,1,1,1,1,1,0,0,58.6904761904762,UY,Montevideo,-56.0675,-34.8941,LCN,ZJ,Latin America & Caribbean ,NA,NA,NA,HIC,XD,High income,IBD,XF,IBRD,Uruguay,1,1,1,0,0,0,3449299
United States,USA,2018,79.1666666666667,1,1,1,1,0,1,1,0.5,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.3333333333333,0.5,1,1,0,1,1,0,1,1,0,0,1,1,1,0,100,1,1,1,1,1,1,1,NA,US,Washington D.C.,-77.032,38.8895,NAC,XU,North America,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,United States,1,1,1,1,0,0,326687501
Uzbekistan,UZB,2018,66.6666666666667,0.5,1,1,0.5,1,0,0.5,1,1,0.5,1,0,0,0,0,0,0,0,0,0,0,50,0,0,0.5,0,1,1,0,1,1,0,0,1,1,0,1,100,1,1,1,1,1,1,1,54.1666666666667,UZ,Tashkent,69.269,41.3052,ECS,Z7,Europe & Central Asia,ECA,7E,Europe & Central Asia (excluding high income),LMC,XN,Lower middle income,IDB,XH,Blend,Uzbekistan,0,1,1,1,1,1,32955400
St. Vincent and the Grenadines,VCT,2018,41.6666666666667,0.5,0,0.5,0.5,1,0,0,0,1,0.5,1,0,12.5,1,0,0,0,0,0,0,0,36.6666666666667,0,0,0.5,0,1,0,0,0,1,0,0,1,1,0,1,28.5714285714286,0,1,0,1,0,0,0,29.8511904761905,VC,Kingstown,-61.2653,13.2035,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IDB,XH,Blend,NA,0,1,1,1,1,1,110210
"Venezuela, RB",VEN,2018,25,0.5,0,0,0,1,0,0,0,1,0.5,0,0,25,1,1,0,0,0,0,0,0,20,0,0,0.5,0,0.5,0,0,0,0,0,0,1,0,0,1,42.8571428571429,0,1,0,1,1,0,0,28.2142857142857,VE,Caracas,-69.8371,9.08165,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,NA,0,1,0,1,NA,NA,28870195
Vietnam,VNM,2018,41.6666666666667,0.5,0.5,1,0.5,1,0,0,0,0,0.5,1,0,75,1,1,1,1,0,1,0,1,50,1,1,0.5,0,0,0,0,1,1,0,0,1,1,0,1,57.1428571428571,0,1,1,1,1,0,0,55.952380952381,VN,Hanoi,105.825,21.0069,EAS,Z4,East Asia & Pacific,EAP,4E,East Asia & Pacific (excluding high income),LMC,XN,Lower middle income,IBD,XF,IBRD,Vietnam,1,0,0,0,1,1,95540395
Vanuatu,VUT,2018,16.6666666666667,0.5,0,0,0,0,0,0,0,1,0.5,0,0,12.5,1,0,0,0,0,0,0,0,33.3333333333333,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,42.8571428571429,0,1,0,1,0,0,1,26.3392857142857,VU,Port-Vila,168.321,-17.7404,EAS,Z4,East Asia & Pacific,EAP,4E,East Asia & Pacific (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,Vanuatu,0,0,NA,NA,NA,NA,292680
Samoa,WSM,2018,41.6666666666667,0.5,0.5,0.5,0.5,1,0,0,0.5,1,0.5,0,0,25,1,1,0,0,0,0,0,0,40,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,57.1428571428571,1,1,0,1,1,0,0,40.9523809523809,WS,Apia,-171.752,-13.8314,EAS,Z4,East Asia & Pacific,EAP,4E,East Asia & Pacific (excluding high income),UMC,XT,Upper middle income,IDX,XI,IDA,Samoa,0,0,NA,NA,1,1,196130
Kosovo,XKX,2018,50,0.5,0.5,1,0.5,1,0,0,1,1,0.5,0,0,37.5,1,0,0,1,0,1,0,0,53.3333333333333,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,100,1,1,1,1,1,1,1,60.2083333333333,XK,Pristina,20.926,42.565,ECS,Z7,Europe & Central Asia,ECA,7E,Europe & Central Asia (excluding high income),UMC,XT,Upper middle income,IDX,XI,IDA,Kosovo,NA,NA,NA,NA,1,1,1845300
"Yemen, Rep.",YEM,2018,25,0.5,0,0.5,0.5,1,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,13.3333333333333,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,9.58333333333333,YE,Sana'a,44.2075,15.352,MEA,ZQ,Middle East & North Africa,MNA,XQ,Middle East & North Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,NA,0,0,0,0,1,1,28498687
South Africa,ZAF,2018,62.5,1,0.5,0.5,0.5,1,0,0.5,0.5,1,1,0,1,50,1,0,0,1,1,1,0,0,66.6666666666667,0,1,1,0,1,0,1,1,1,0,0,1,1,1,1,71.4285714285714,1,1,0,1,1,0,1,62.6488095238095,ZA,Pretoria,28.1871,-25.746,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,South Africa,1,1,1,1,NA,NA,57779622
Zambia,ZMB,2018,37.5,1,0.5,0.5,0,1,0,0,0,1,0.5,0,0,37.5,1,0,0,0,1,1,0,0,33.3333333333333,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,57.1428571428571,0,1,1,1,1,0,0,41.3690476190476,ZM,Lusaka,28.2937,-15.3982,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,Zambia,0,0,0,0,1,1,17351822
Zimbabwe,ZWE,2018,41.6666666666667,0.5,0.5,0.5,0.5,1,0,0,0.5,1,0.5,0,0,62.5,1,0,1,1,1,0,1,0,33.3333333333333,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,57.1428571428571,0,1,1,1,1,0,0,48.6607142857143,ZW,Harare,31.0672,-17.8312,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LMC,XN,Lower middle income,IDB,XH,Blend,Zimbabwe,0,0,0,0,1,1,14439018
Afghanistan,AFG,2019,33.3333333333333,0.5,0,0,0,1,0,0.5,0.5,1,0.5,0,0,12.5,0,0,0,1,0,0,0,0,33.3333333333333,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,57.1428571428571,0,1,1,1,0,0,1,34.0773809523809,AF,Kabul,69.1761,34.5228,SAS,8S,South Asia,SAS,8S,South Asia,LIC,XM,Low income,IDX,XI,IDA,NA,0,0,0,0,1,1,38042000
Angola,AGO,2019,37.5,0.5,0,1,0.5,1,0,0,0,1,0.5,0,0,25,1,0,1,0,0,0,0,0,33.3333333333333,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,57.1428571428571,1,1,1,1,0,0,0,38.2440476190476,AO,Luanda,13.242,-8.81155,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LMC,XN,Lower middle income,IBD,XF,IBRD,Angola,0,0,0,0,1,1,31825000
Albania,ALB,2019,75,1,1,1,0.5,1,0,0,1,1,0.5,1,1,50,1,1,0,1,0,1,0,0,60,1,1,1,0,0,1,0,1,1,0,0,0,1,1,1,100,1,1,1,1,1,1,1,71.25,AL,Tirane,19.8172,41.3317,ECS,Z7,Europe & Central Asia,ECA,7E,Europe & Central Asia (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Albania,1,1,0,0,1,1,2867000
Argentina,ARG,2019,45.8333333333333,1,0,0.5,0,1,0,1,0,0,1,1,0,50,1,1,0,1,0,1,0,0,53.3333333333333,0,1,1,0,1,0,0,1,1,0,0,0,1,1,1,100,1,1,1,1,1,1,1,62.2916666666667,AR,Buenos Aires,-58.4173,-34.6118,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,NA,1,1,1,1,1,1,44901000
Armenia,ARM,2019,87.5,1,1,1,0.5,1,1,0.5,0.5,1,1,1,1,50,1,1,0,1,0,1,0,0,73.3333333333333,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,100,1,1,1,1,1,1,1,77.7083333333333,AM,Yerevan,44.509,40.1596,ECS,Z7,Europe & Central Asia,ECA,7E,Europe & Central Asia (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Armenia,1,1,1,1,1,1,2958000
Antigua and Barbuda,ATG,2019,33.3333333333333,1,0,0.5,0,0,0,0,0,1,0.5,1,0,12.5,1,0,0,0,0,0,0,0,13.3333333333333,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.7916666666667,AG,Saint John's,-61.8456,17.1175,LCN,ZJ,Latin America & Caribbean ,NA,NA,NA,HIC,XD,High income,IBD,XF,IBRD,NA,0,0,1,1,0,0,97000
Azerbaijan,AZE,2019,79.1666666666667,0.5,1,1,1,1,1,0.5,0,1,0.5,1,1,37.5,1,1,0,1,0,0,0,0,50,0,0,0.5,0,1,1,0,1,1,0,0,0,1,1,1,100,1,1,1,1,1,1,1,66.6666666666667,AZ,Baku,49.8932,40.3834,ECS,Z7,Europe & Central Asia,ECA,7E,Europe & Central Asia (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Azerbaijan,0,1,1,1,1,1,10036000
Burundi,BDI,2019,41.6666666666667,0.5,0,0.5,0.5,1,0,0,0,1,0.5,1,0,12.5,0,0,0,1,0,0,0,0,26.6666666666667,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,85.7142857142857,1,1,1,1,1,0,1,41.6369047619048,BI,Bujumbura,29.3639,-3.3784,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,Burundi,0,0,0,0,1,1,11531000
Benin,BEN,2019,25,0.5,0,0.5,0,0,0,0,0.5,1,0.5,0,0,37.5,1,0,0,1,0,0,1,0,30,0,0,0.5,0,0,0,1,0,1,0,0,0,1,0,1,71.4285714285714,1,1,1,1,1,0,0,40.9821428571429,BJ,Porto-Novo,2.6323,6.4779,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,Benin,1,0,0,0,1,1,11801000
Burkina Faso,BFA,2019,33.3333333333333,0.5,0,1,0,1,0,0,0,1,0.5,0,0,25,0,1,0,1,0,0,0,0,33.3333333333333,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,57.1428571428571,0,1,1,1,1,0,0,37.2023809523809,BF,Ouagadougou,-1.53395,12.3605,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,Burkina Faso,0,0,0,0,1,1,20321000
